"chemical_ID","Confidence","score","Module_RTclust","mz","time","MatchCategory","theoretical.mz","delta_ppm","Name","Formula","MonoisotopicMass","Adduct","ISgroup","mean_int_vec","MD"
"HMDB35190",0,0,"14_1",363.01554,789.5,"Multiple",363.01445,3,"Chlorohydrin","C13H9ClO","216.034192617","3M+2K","ISgroup_14_1863_2",62988372.7,0.016
"HMDB35178",0,0,"13_1",233.08951,325.7,"Multiple",233.08966,0.64,"6-Acetyl-23-dihydro-2-(hydroxymethyl)-4(1H)-pyridinone","C8H11NO3","169.073893223","M+ACN+Na","ISgroup_13_1_9",2226878.8,0.09
"HMDB35168",0,0,"2_1",194.09283,495.9,"Multiple",194.09254,1.49,"Cinncassiol C2","C20H28O6","364.188588628","M+H+Na","ISgroup_2_21_10",1398061,0.093
"HMDB35168",0,0,"18_1",194.09273,459.8,"Multiple",194.09254,0.98,"Cinncassiol C2","C20H28O6","364.188588628","M+H+Na","ISgroup_18_25_10",1635984.5,0.093
"HMDB35158",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"12-Epoxy-p-menth-8-ene","C10H16O","152.120115134","M+Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35158",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"12-Epoxy-p-menth-8-ene","C10H16O","152.120115134","M+Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35158",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"12-Epoxy-p-menth-8-ene","C10H16O","152.120115134","2M+2Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35158",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"12-Epoxy-p-menth-8-ene","C10H16O","152.120115134","2M+2Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35156",0,0,"13_1",133.099,343,"Multiple",133.09917,1.28,"Neryl formate","C11H18O2","182.13067982","M+2ACN+2H","ISgroup_13_1_10",6652660.5,0.099
"HMDB35156",0,0,"7_1",133.09898,360.7,"Multiple",133.09917,1.43,"Neryl formate","C11H18O2","182.13067982","M+2ACN+2H","ISgroup_7_9_10",3505855,0.099
"HMDB35144",0,0,"7_2",181.10196,263.5,"Multiple",181.10073,6.79,"(3beta17alpha23S24S)-1723-Epoxy-32429-trihydroxy-27-norlanost-8-en-15-one","C29H46O5","474.334524582","M+3Na","ISgroup_7_6_11",4563859.1,0.102
"HMDB35144",0,0,"7_1",181.10201,246.5,"Multiple",181.10073,7.07,"(3beta17alpha23S24S)-1723-Epoxy-32429-trihydroxy-27-norlanost-8-en-15-one","C29H46O5","474.334524582","M+3Na","ISgroup_7_6_11",6793672.3,0.102
"HMDB35135",0,0,"7_23",119.08353,345.7,"Multiple",119.08352,0.08,"(E)-26-Dimethyl-25-heptadienoic acid","C9H14O2","154.099379692","M+2ACN+2H","ISgroup_7_9_9",14793979,0.084
"HMDB35133",0,0,"17_1",144.10197,300.5,"Multiple",144.10191,0.42,"37-Dimethyl-3-octene-1267-tetrol","C10H20O4","204.136159128","M+2ACN+2H","ISgroup_17_4_11",90114088.6,0.102
"HMDB35133",0,0,"17_21",144.10193,516.8,"Multiple",144.10191,0.14,"37-Dimethyl-3-octene-1267-tetrol","C10H20O4","204.136159128","M+2ACN+2H","ISgroup_17_17_11",5695549,0.102
"HMDB35126",0,0,"7_1",212.16453,118.4,"Multiple",212.1645,0.14,"()-Myrtenyl acetate","C12H18O2","194.13067982","M+NH4","ISgroup_7_1_17",1468797.1,0.165
"HMDB35125",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"Darwinol","C10H16O","152.120115134","M+Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35125",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"Darwinol","C10H16O","152.120115134","M+Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35125",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"Darwinol","C10H16O","152.120115134","2M+2Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35125",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"Darwinol","C10H16O","152.120115134","2M+2Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35122",0,0,"7_1",212.16453,118.4,"Multiple",212.16451,0.09,"(SE)-26-Dimethyl-57-octadiene-23-diol","C10H18O2","170.13067982","M+ACN+H","ISgroup_7_1_17",1468797.1,0.165
"HMDB35120",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"Dehydrolinalool","C10H16O","152.120115134","M+Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35120",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"Dehydrolinalool","C10H16O","152.120115134","M+Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35120",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"Dehydrolinalool","C10H16O","152.120115134","2M+2Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35120",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"Dehydrolinalool","C10H16O","152.120115134","2M+2Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35119",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"Isomangiferolic acid","C30H48O3","456.360345402","M+3Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35119",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"Isomangiferolic acid","C30H48O3","456.360345402","M+3Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35118",0,0,"6_1",256.17549,119.9,"Multiple",256.17333,8.43,"Madasiatic acid","C30H48O5","488.350174646","M+H+Na","ISgroup_6_1_18",2348542,0.175
"HMDB35100",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"2-Pinen-10-ol","C10H16O","152.120115134","M+Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35100",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"2-Pinen-10-ol","C10H16O","152.120115134","M+Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35100",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"2-Pinen-10-ol","C10H16O","152.120115134","2M+2Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35100",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"2-Pinen-10-ol","C10H16O","152.120115134","2M+2Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35094",0,0,"7_1",198.1854,108,"Multiple",198.18524,0.81,"L-Citronellol","C10H20O","156.151415262","M+ACN+H","ISgroup_7_1_19",4937441.9,0.185
"HMDB35094",0,0,"10_1",201.12344,558.3,"Multiple",201.12258,4.28,"L-Citronellol","C10H20O","156.151415262","M+2Na-H","ISgroup_10_26_13",584626.6,0.123
"HMDB35093",0,0,"7_1",198.1854,108,"Multiple",198.18524,0.81,"D-Citronellol","C10H20O","156.151415262","M+ACN+H","ISgroup_7_1_19",4937441.9,0.185
"HMDB35093",0,0,"10_1",201.12344,558.3,"Multiple",201.12258,4.28,"D-Citronellol","C10H20O","156.151415262","M+2Na-H","ISgroup_10_26_13",584626.6,0.123
"HMDB35092",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"cis-Citral","C10H16O","152.120115134","M+Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35092",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"cis-Citral","C10H16O","152.120115134","M+Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35092",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"cis-Citral","C10H16O","152.120115134","2M+2Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35092",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"cis-Citral","C10H16O","152.120115134","2M+2Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35085",0,0,"7_24",148.10585,496.7,"Multiple",148.10445,9.45,"Vulgarole","C12H20O3","212.141244506","M+2ACN+2H","ISgroup_7_11_11",27423015.6,0.106
"HMDB35085",0,0,"15_1",148.1059,535.6,"Multiple",148.10445,9.79,"Vulgarole","C12H20O3","212.141244506","M+2ACN+2H","ISgroup_15_21_11",32042432.4,0.106
"HMDB35078",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"Geranial","C10H16O","152.120115134","M+Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35078",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"Geranial","C10H16O","152.120115134","M+Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35078",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"Geranial","C10H16O","152.120115134","2M+2Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35078",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"Geranial","C10H16O","152.120115134","2M+2Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35077",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"(1R4R)-p-Mentha-28-dien-1-ol","C10H16O","152.120115134","M+Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35077",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"(1R4R)-p-Mentha-28-dien-1-ol","C10H16O","152.120115134","M+Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35077",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"(1R4R)-p-Mentha-28-dien-1-ol","C10H16O","152.120115134","2M+2Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35077",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"(1R4R)-p-Mentha-28-dien-1-ol","C10H16O","152.120115134","2M+2Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35056",0,0,"7_1",212.09517,527.9,"Multiple",212.0958,2.97,"1-(3-Hydroxy-4-methoxyphenyl)-12-ethanediol","C9H12O4","184.073558872","2M+3H2O+2H","ISgroup_7_12_10",59140600.5,0.095
"HMDB35055",0,0,"10_1",201.12344,558.3,"Multiple",201.12498,7.66,"11-Methyl-7-oxatetracyclo6310160411dodecane","C12H18O","178.135765198","M+Na","ISgroup_10_26_13",584626.6,0.123
"HMDB35055",0,0,"10_1",201.12344,558.3,"Multiple",201.12498,7.66,"11-Methyl-7-oxatetracyclo6310160411dodecane","C12H18O","178.135765198","2M+2Na","ISgroup_10_26_13",584626.6,0.123
"HMDB35054",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"(1S4R)-p-Mentha-28-dien-1-ol","C10H16O","152.120115134","M+Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35054",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"(1S4R)-p-Mentha-28-dien-1-ol","C10H16O","152.120115134","M+Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35054",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"(1S4R)-p-Mentha-28-dien-1-ol","C10H16O","152.120115134","2M+2Na","ISgroup_7_12_11",918150.6,0.108
"HMDB35054",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"(1S4R)-p-Mentha-28-dien-1-ol","C10H16O","152.120115134","2M+2Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB35042",0,0,"1_1",377.13312,606.1,"Multiple",377.13353,1.09,"Gibberellin A45","C19H24O5","332.162373878","M+2Na-H","ISgroup_1_37_14",1595263.3,0.133
"HMDB35041",0,0,"1_1",377.13312,606.1,"Multiple",377.13353,1.09,"Gibberellin A51","C19H24O5","332.162373878","M+2Na-H","ISgroup_1_37_14",1595263.3,0.133
"HMDB35022",0,0,"7_1",157.07391,584.6,"Multiple",157.07334,3.63,"Prulaurasin","C14H17NO6","295.105587281","M+H+NH4","ISgroup_7_12_8",15663887.7,0.074
"HMDB35021",0,0,"1_1",123.09695,345.8,"Multiple",123.09743,3.9,"(-)-Pacifigorgiol","C15H26O","222.198365454","M+H+Na","ISgroup_1_13_10",10614389,0.097
"HMDB35002",0,0,"1_1",377.13312,606.1,"Multiple",377.13594,7.48,"Xanthogalenol","C21H22O5","354.146723814","M+Na","ISgroup_1_37_14",1595263.3,0.133
"HMDB35002",0,0,"1_5",418.15982,660.4,"Multiple",418.16249,6.39,"Xanthogalenol","C21H22O5","354.146723814","M+ACN+Na","ISgroup_1_41_16",1499377.6,0.16
"HMDB35002",0,0,"1_1",377.13312,606.1,"Multiple",377.13594,7.48,"Xanthogalenol","C21H22O5","354.146723814","2M+2Na","ISgroup_1_37_14",1595263.3,0.133
"HMDB34991",0,0,"7_1",287.044,545.6,"Multiple",287.04354,1.6,"4-Methoxybenzyl butanoate","C12H16O3","208.109944378","M+2K+H","ISgroup_7_12_5",12749421.8,0.044
"HMDB34987",0,0,"1_1",377.13312,606.1,"Multiple",377.13353,1.09,"Gibberellin A61","C19H24O5","332.162373878","M+2Na-H","ISgroup_1_37_14",1595263.3,0.133
"HMDB34985",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"()-Fenchone","C10H16O","152.120115134","M+Na","ISgroup_7_12_11",918150.6,0.108
"HMDB34985",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"()-Fenchone","C10H16O","152.120115134","M+Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB34985",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"()-Fenchone","C10H16O","152.120115134","2M+2Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB34985",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"()-Fenchone","C10H16O","152.120115134","2M+2Na","ISgroup_7_12_11",918150.6,0.108
"HMDB34984",0,0,"7_1",226.18021,113.1,"Multiple",226.18015,0.27,"(5R6S)-56-Epoxy-7-megastigmen-9-one","C13H20O2","208.146329884","M+NH4","ISgroup_7_1_19",5417430.5,0.18
"HMDB34982",0,0,"1_1",123.09695,345.8,"Multiple",123.09743,3.9,"10-Epijunenol","C15H26O","222.198365454","M+H+Na","ISgroup_1_13_10",10614389,0.097
"HMDB34981",0,0,"7_1",157.07391,584.6,"Multiple",157.07334,3.63,"Sambunigrin","C14H17NO6","295.105587281","M+H+NH4","ISgroup_7_12_8",15663887.7,0.074
"HMDB34975",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"Piperitone","C10H16O","152.120115134","M+Na","ISgroup_7_12_11",918150.6,0.108
"HMDB34975",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"Piperitone","C10H16O","152.120115134","M+Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB34975",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"Piperitone","C10H16O","152.120115134","2M+2Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB34975",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"Piperitone","C10H16O","152.120115134","2M+2Na","ISgroup_7_12_11",918150.6,0.108
"HMDB34974",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"(R)-Carvotanacetone","C10H16O","152.120115134","M+Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB34974",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"(R)-Carvotanacetone","C10H16O","152.120115134","M+Na","ISgroup_7_12_11",918150.6,0.108
"HMDB34974",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"(R)-Carvotanacetone","C10H16O","152.120115134","2M+2Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB34974",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"(R)-Carvotanacetone","C10H16O","152.120115134","2M+2Na","ISgroup_7_12_11",918150.6,0.108
"HMDB34973",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"(R)-Campholenic aldehyde","C10H16O","152.120115134","M+Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB34973",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"(R)-Campholenic aldehyde","C10H16O","152.120115134","M+Na","ISgroup_7_12_11",918150.6,0.108
"HMDB34973",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"(R)-Campholenic aldehyde","C10H16O","152.120115134","2M+2Na","ISgroup_7_12_11",918150.6,0.108
"HMDB34973",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"(R)-Campholenic aldehyde","C10H16O","152.120115134","2M+2Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB34968",0,0,"14_1",230.99514,789.1,"Multiple",230.99729,9.31,"Capillene","C12H10","154.07825032","M+2K-H","ISgroup_14_1863_100",37455956,0.995
"HMDB34964",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"alpha-Elemolic acid","C30H48O3","456.360345402","M+3Na","ISgroup_7_12_11",918150.6,0.108
"HMDB34964",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"alpha-Elemolic acid","C30H48O3","456.360345402","M+3Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB34962",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"3alpha-3-Hydroxytirucalla-724-dien-21-oic acid","C30H48O3","456.360345402","M+3Na","ISgroup_7_12_11",918150.6,0.108
"HMDB34962",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"3alpha-3-Hydroxytirucalla-724-dien-21-oic acid","C30H48O3","456.360345402","M+3Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB34961",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"beta-Elemolic acid","C30H48O3","456.360345402","M+3Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB34961",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"beta-Elemolic acid","C30H48O3","456.360345402","M+3Na","ISgroup_7_12_11",918150.6,0.108
"HMDB34955",0,0,"4_1",328.0856,403.3,"Multiple",328.08418,4.33,"Zizybeoside II","C25H38O16","594.215985168","M+Na+K","ISgroup_4_5_9",1371236.7,0.086
"HMDB34951",0,0,"1_1",123.09695,345.8,"Multiple",123.09743,3.9,"Valerianol","C15H26O","222.198365454","M+H+Na","ISgroup_1_13_10",10614389,0.097
"HMDB34934",0,0,"7_1",157.07391,584.6,"Multiple",157.07334,3.63,"Prunasin","C14H17NO6","295.105587281","M+H+NH4","ISgroup_7_12_8",15663887.7,0.074
"HMDB34916",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"cis-2-Thujen-4-ol","C10H16O","152.120115134","M+Na","ISgroup_7_12_11",918150.6,0.108
"HMDB34916",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"cis-2-Thujen-4-ol","C10H16O","152.120115134","M+Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB34916",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"cis-2-Thujen-4-ol","C10H16O","152.120115134","2M+2Na","ISgroup_7_12_11",918150.6,0.108
"HMDB34916",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"cis-2-Thujen-4-ol","C10H16O","152.120115134","2M+2Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB34893",0,0,"18_1",194.09273,459.8,"Multiple",194.09161,5.77,"2-Pentylpyridine","C10H15N","149.120449485","M+2Na-H","ISgroup_18_25_10",1635984.5,0.093
"HMDB34893",0,0,"2_1",194.09283,495.9,"Multiple",194.09161,6.29,"2-Pentylpyridine","C10H15N","149.120449485","M+2Na-H","ISgroup_2_21_10",1398061,0.093
"HMDB34891",0,0,"7_1",157.07391,584.6,"Multiple",157.07362,1.85,"35-Dimethyl-2-vinylpyrazine","C8H10N2","134.08439833","M+Na","ISgroup_7_12_8",15663887.7,0.074
"HMDB34891",0,0,"7_1",157.07391,584.6,"Multiple",157.07362,1.85,"35-Dimethyl-2-vinylpyrazine","C8H10N2","134.08439833","2M+2Na","ISgroup_7_12_8",15663887.7,0.074
"HMDB34889",0,0,"15_1",185.0922,394.9,"Multiple",185.09207,0.7,"3alpha477alpha-Tetrahydro-4-hydroxy-1H-isoindole-13(2H)-dione","C8H9NO3","167.058243159","M+NH4","ISgroup_15_11_10",10069500.9,0.092
"HMDB34887",0,0,"15_1",185.0922,394.9,"Multiple",185.09207,0.7,"3alpha457alpha-Tetrahydro-5-hydroxy-1H-isoindole-13(2H)-dione","C8H9NO3","167.058243159","M+NH4","ISgroup_15_11_10",10069500.9,0.092
"HMDB34886",0,0,"2_1",194.09283,495.9,"Multiple",194.09161,6.29,"3-Pentylpyridine","C10H15N","149.120449485","M+2Na-H","ISgroup_2_21_10",1398061,0.093
"HMDB34886",0,0,"18_1",194.09273,459.8,"Multiple",194.09161,5.77,"3-Pentylpyridine","C10H15N","149.120449485","M+2Na-H","ISgroup_18_25_10",1635984.5,0.093
"HMDB34884",0,0,"6_1",151.09656,135.6,"Multiple",151.09796,9.27,"1234-Tetrahydro-6-propanoylpyridine","C8H13NO","139.099714043","2M+H+Na","ISgroup_6_1_10",13711266.1,0.097
"HMDB34883",0,0,"7_1",189.09836,441.4,"Multiple",189.09983,7.77,"34-Dihydro-5-propanoyl-2H-pyrrole","C7H11NO","125.084063979","M+ACN+Na","ISgroup_7_11_10",729012.5,0.098
"HMDB34880",0,0,"7_1",212.16453,118.4,"Multiple",212.16451,0.09,"3-Methyl-24-nonanedione","C10H18O2","170.13067982","M+ACN+H","ISgroup_7_1_17",1468797.1,0.165
"HMDB34878",0,0,"5_1",176.11112,408.5,"Multiple",176.11036,4.32,"3-Mercapto-2-methylpentanol","C6H14OS","134.07653576","M+ACN+H","ISgroup_5_18_12",820537.4,0.111
"HMDB34877",0,0,"13_1",136.05071,359.6,"Multiple",136.05068,0.22,"2-Acetyl-3-methylfuran","C7H8O2","124.0524295","2M+H+Na","ISgroup_13_2_6",4029238.6,0.051
"HMDB34853",0,0,"7_1",253.14778,554.8,"Multiple",253.14884,4.19,"Cyprodinil","C14H15N3","225.126597495","2M+3H2O+2H","ISgroup_7_12_15",3530002,0.148
"HMDB34851",0,0,"9_1",184.07342,671,"Multiple",184.07181,8.75,"Ethyl 24-dioxohexanoate","C8H12O4","172.073558872","2M+H+Na","ISgroup_9_34_8",3770415.5,0.073
"HMDB34849",0,0,"13_1",117.04864,325.5,"Multiple",117.04935,6.07,"4-Methylnonanoic acid","C10H20O2","172.146329884","M+Na+K","ISgroup_13_1_5",135324253.3,0.049
"HMDB34845",0,0,"15_1",185.0922,394.9,"Multiple",185.09128,4.97,"24-Nonadien-1-ol","C9H16O","140.120115134","M+2Na-H","ISgroup_15_11_10",10069500.9,0.092
"HMDB34838",0,0,"1_1",377.13312,606.1,"Multiple",377.13594,7.48,"Lansiumarin C","C21H22O5","354.146723814","M+Na","ISgroup_1_37_14",1595263.3,0.133
"HMDB34838",0,0,"1_5",418.15982,660.4,"Multiple",418.16249,6.39,"Lansiumarin C","C21H22O5","354.146723814","M+ACN+Na","ISgroup_1_41_16",1499377.6,0.16
"HMDB34838",0,0,"1_1",377.13312,606.1,"Multiple",377.13594,7.48,"Lansiumarin C","C21H22O5","354.146723814","2M+2Na","ISgroup_1_37_14",1595263.3,0.133
"HMDB34835",0,0,"17_21",144.10193,516.8,"Multiple",144.1019,0.21,"3-(3-Ethyloxiranyl)-2-propenal","C7H10O2","126.068079564","M+NH4","ISgroup_17_17_11",5695549,0.102
"HMDB34835",0,0,"17_1",144.10197,300.5,"Multiple",144.1019,0.49,"3-(3-Ethyloxiranyl)-2-propenal","C7H10O2","126.068079564","M+NH4","ISgroup_17_4_11",90114088.6,0.102
"HMDB34767",0,0,"5_1",179.07365,569.4,"Multiple",179.07262,5.75,"(1R3R3S)-1234-Tetrahydro-1-(2-thio-3-pyrrolidinyl)-beta-carboline-3-carboxylic acid","C16H17N3O2S","315.104147493","M+ACN+2H","ISgroup_5_27_8",86785928.5,0.074
"HMDB34767",0,0,"10_1",179.07372,496,"Multiple",179.07262,6.14,"(1R3R3S)-1234-Tetrahydro-1-(2-thio-3-pyrrolidinyl)-beta-carboline-3-carboxylic acid","C16H17N3O2S","315.104147493","M+ACN+2H","ISgroup_10_21_8",36139659,0.074
"HMDB34764",0,0,"15_1",185.0922,394.9,"Multiple",185.09128,4.97,"3-Nonen-2-one","C9H16O","140.120115134","M+2Na-H","ISgroup_15_11_10",10069500.9,0.092
"HMDB34761",0,0,"15_1",185.0922,394.9,"Multiple",185.09128,4.97,"5-Nonen-2-one","C9H16O","140.120115134","M+2Na-H","ISgroup_15_11_10",10069500.9,0.092
"HMDB34758",0,0,"15_1",185.0922,394.9,"Multiple",185.09128,4.97,"8-Nonen-3-one","C9H16O","140.120115134","M+2Na-H","ISgroup_15_11_10",10069500.9,0.092
"HMDB34752",0,0,"9_1",184.07342,671,"Multiple",184.07301,2.23,"7-beta-D-Glucopyranosyloxybutylidenephthalide","C18H22O8","366.13146768","M+2H","ISgroup_9_34_8",3770415.5,0.073
"HMDB34730",0,0,"13_1",133.099,343,"Multiple",133.09917,1.28,"Methyl (2E4Z)-decadienoate","C11H18O2","182.13067982","M+2ACN+2H","ISgroup_13_1_10",6652660.5,0.099
"HMDB34730",0,0,"7_1",133.09898,360.7,"Multiple",133.09917,1.43,"Methyl (2E4Z)-decadienoate","C11H18O2","182.13067982","M+2ACN+2H","ISgroup_7_9_10",3505855,0.099
"HMDB34723",0,0,"2_1",272.13391,514.4,"Multiple",272.13218,6.36,"Encelin","C15H16O3","244.109944378","2M+3H2O+2H","ISgroup_2_22_14",1871386.6,0.134
"HMDB34717",0,0,"7_1",198.1854,108,"Multiple",198.18524,0.81,"Menthanol","C10H20O","156.151415262","M+ACN+H","ISgroup_7_1_19",4937441.9,0.185
"HMDB34717",0,0,"10_1",201.12344,558.3,"Multiple",201.12258,4.28,"Menthanol","C10H20O","156.151415262","M+2Na-H","ISgroup_10_26_13",584626.6,0.123
"HMDB34716",0,0,"7_1",239.17551,148.6,"Multiple",239.17541,0.42,"4-Oxononanal","C9H16O2","156.115029756","M+2ACN+H","ISgroup_7_1_18",1582753.9,0.176
"HMDB34715",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"p-Mentha-1(6)8-dien-3-ol","C10H16O","152.120115134","M+Na","ISgroup_7_12_11",918150.6,0.108
"HMDB34715",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"p-Mentha-1(6)8-dien-3-ol","C10H16O","152.120115134","M+Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB34715",0,0,"7_1",175.10781,551.7,"Multiple",175.10933,8.68,"p-Mentha-1(6)8-dien-3-ol","C10H16O","152.120115134","2M+2Na","ISgroup_7_12_11",918150.6,0.108
"HMDB34715",0,0,"9_1",175.10786,394.7,"Multiple",175.10933,8.39,"p-Mentha-1(6)8-dien-3-ol","C10H16O","152.120115134","2M+2Na","ISgroup_9_10_11",17952881.4,0.108
"HMDB34708",0,0,"13_1",133.099,343,"Multiple",133.09917,1.28,"Methyl 48-decadienoate","C11H18O2","182.13067982","M+2ACN+2H","ISgroup_13_1_10",6652660.5,0.099
"HMDB34708",0,0,"7_1",133.09898,360.7,"Multiple",133.09917,1.43,"Methyl 48-decadienoate","C11H18O2","182.13067982","M+2ACN+2H","ISgroup_7_9_10",3505855,0.099
"HMDB34696",0,0,"7_1",289.13933,537.3,"Multiple",289.14103,5.88,"Artemin","C15H22O4","266.151809192","M+Na","ISgroup_7_12_14",5861064.3,0.139
"HMDB34696",0,0,"7_1",289.13933,537.3,"Multiple",289.14103,5.88,"Artemin","C15H22O4","266.151809192","2M+2Na","ISgroup_7_12_14",5861064.3,0.139
"HMDB34691",0,0,"6_1",344.22803,112.4,"Multiple",344.22608,5.66,"Yucalexin B9","C20H28O3","316.203844762","2M+3H2O+2H","ISgroup_6_1_23",5945673.2,0.228
