"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49"
"265",265,"260","10.967","186.02528","Unknown","[M-H]-","","0.96","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","230.53","190715_Poo_QC-KM1906_D","186.02528:1154405 187.02863:225850 188.03199:139838","","11.627","11.686","10.722","10.699","10.817","10.854","10.831","10.773","10.837","10.847","10.958","10.803","10.812","11.559","10.739","10.689","10.805","10.844","10.748","10.84","10.89","10.805","10.85","10.853","10.891","10.891","10.902","10.761","10.863","10.874","10.894","10.74","10.832","10.789","10.847","10.722","10.863","10.82","10.815","10.76","11.363","11.555","11.445","11.568","11.042","11.167","11.444","11.202","11.44","11.637"
"266",266,"261","2.809","186.11292","Unknown","[M-H]-","","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1829.77","190715_Smp_FK180310S77C1-25m_C","186.11292:464461 187.11627:162033 188.11963:0","","3.104","2.916","2.876","2.825","2.829","2.802","2.799","2.608","2.906","2.817","2.803","2.803","2.797","2.772","2.536","2.803","2.762","2.862","2.817","2.839","2.831","2.828","2.8","2.832","2.766","2.771","2.834","2.815","2.934","2.836","2.877","2.836","2.913","2.843","2.791","2.765","2.909","2.849","2.897","2.62","2.755","2.809","2.841","2.809","2.809","2.809","2.799","2.809","2.809","2.725"
"267",267,"262","9.567","186.882","Unknown","[M-H]-","ion correlated with 266","0.92","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7935.11","190715_Std_H2OinMatrix_2","186.882:817389 187.88535:235914 188.88871:968931","","10.155","9.528","9.146","9.207","9.628","9.624","9.646","9.527","9.578","9.62","9.628","9.643","9.618","9.247","9.405","9.43","9.507","9.616","9.494","9.612","9.697","9.562","9.643","9.656","9.633","9.636","9.678","9.56","9.646","9.628","9.606","9.506","9.588","9.588","9.621","9.49","9.618","9.604","9.589","9.489","9.567","9.567","9.502","9.554","9.276","9.567","9.52","9.518","9.512","9.581"
"268",268,"263","8.685","186.88211","Unknown","[M-H]-","","0.26","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4129.7","190715_Poo_QC-KM1906_D","186.88211:903655 187.88546:187230 188.88882:994417","","9.295","9.895","8.657","8.431","8.667","8.7","8.694","8.723","8.598","8.779","8.694","8.717","8.69","9.124","8.532","8.743","8.492","8.39","8.322","8.64","8.75","8.432","8.723","8.383","8.467","8.696","8.589","8.61","8.669","8.662","8.75","8.719","8.692","8.7","8.609","8.645","8.661","8.678","8.638","8.401","8.685","8.685","9.177","8.95","9.276","8.685","9.187","8.685","9.174","8.685"
"269",269,"264","10.025","187.06075","Unknown","[M-H]-","","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.42","190715_Std_4uMStdsMix2InMatrix_1","187.06075:899449 188.0641:162161 189.06746:350528","","10.063","9.988","10.057","9.992","10.008","9.74","10.022","9.999","10.005","9.864","10.035","9.747","10.023","10.113","10.011","10.114","10.022","9.816","10.027","10.059","10.096","9.989","9.967","9.812","10.06","10.052","10.027","10.123","10.064","9.996","9.987","9.77","10.049","9.772","9.803","10.068","10.014","10","9.847","9.626","10.054","10.057","10.045","10.082","10.513","10.701","10.608","10.736","9.981","10.005"
"270",270,"265","9.589","188.8474","Unknown","[M-H2O-H]-","adduct linked to 300_[M-H]-","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1127.94","190715_Poo_TruePooFK180310_Half2","188.8474:102695 189.85075:0 190.85411:280294","","9.54","9.604","9.252","9.162","9.586","9.603","9.6","9.496","9.563","9.589","9.64","9.622","9.59","10.067","9.359","9.369","9.477","9.571","9.494","9.612","9.573","9.546","9.628","9.656","9.601","9.62","9.571","9.545","9.6","9.613","9.591","9.506","9.573","9.573","9.575","9.475","9.585","9.589","9.573","9.458","9.589","9.589","9.408","9.554","9.589","9.754","9.399","9.609","9.433","9.657"
"271",271,"266","9.545","188.87921","Unknown","[M-H]-","ion correlated with 300; ion correlated with 262","0.92","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6569.45","190715_Poo_TruePooFK180310_DDAneg20","188.87946:740378 189.88281:135437 190.88617:354195","59.01273:10085 71.98705:7058 85.80836:5921 87.00774:8764 96.91006:8459 109.09875:7597 110.9249:22675 112.9222:40320 128.89111:84342 129.05505:12675 129.89169:9424 130.88832:562565 143.69051:7220 164.36363:7499 164.83694:7306 170.9366:12894 188.8793:779409 188.88771:63172 188.90292:20050 189.07642:13534","9.356","9.574","9.131","9.177","9.604","9.62","9.642","9.527","9.578","9.605","9.646","9.601","9.618","9.28","9.405","9.43","9.492","9.616","9.494","9.612","9.697","9.562","9.643","9.656","9.618","9.636","9.678","9.56","9.631","9.628","9.606","9.506","9.588","9.573","9.606","9.49","9.6","9.604","9.573","9.489","9.545","9.545","9.502","9.509","9.545","9.545","9.505","9.501","9.527","9.596"
"272",272,"267","4.969","188.90497","Unknown","[M-H]-","","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4405.42","190715_Std_4uMStdsMix2InH2O_1","188.90497:814588 189.90832:0 190.91168:0","","4.969","5.182","4.915","4.791","4.937","5.001","4.93","5.049","4.964","4.787","4.987","4.673","5.001","4.969","4.874","4.371","5.019","5.032","4.786","4.933","4.969","4.999","4.969","4.905","4.896","4.875","4.815","5.051","4.948","5.074","4.821","4.969","4.969","4.737","4.996","4.745","4.934","4.89","4.913","4.858","5.056","5.081","5.147","5.097","5.079","5.087","5.133","5.129","5.207","5.256"
"273",273,"268","6.853","190.02158","Unknown","[M-H]-","adduct linked to 222_[M-H2O-H]-","0.48","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","685.17","190715_Smp_FK180310S62C1-DCM_C","190.02158:310538 191.02493:0 192.02829:0","","6.853","7.523","6.713","6.829","6.646","6.847","6.854","6.649","6.781","6.686","6.851","6.834","6.698","7.532","7.278","6.796","6.661","6.727","6.808","6.754","6.75","6.711","6.698","6.459","6.765","6.704","6.706","6.718","6.744","6.663","6.635","6.688","6.853","6.684","6.694","6.783","6.715","6.703","6.655","6.696","6.329","6.853","6.923","6.742","7.364","7.503","7.337","7.505","7.349","7.561"
"274",274,"269","9.581","190.87642","Unknown","[M-H]-","","0.88","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3498.09","190715_Std_H2OinMatrix_2","190.87642:448761 191.87977:63703 192.88313:107240","","10.155","9.88","9.146","9.237","9.604","9.624","9.646","9.527","9.578","9.62","9.652","9.653","9.628","9.201","9.39","9.43","9.507","9.616","9.494","9.612","9.697","9.562","9.643","9.656","9.618","9.636","9.678","9.56","9.646","9.628","9.606","9.506","9.573","9.573","9.606","9.49","9.6","9.604","9.589","9.489","9.581","9.581","9.502","9.524","9.581","9.581","9.505","9.564","9.512","9.596"
"275",275,"270","12.77","190.97426","Unknown","[M-H]-","","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.49","190715_Poo_QC-KM1906_D","190.97426:1114196 191.97761:398857 192.98097:638609","","12.822","13.835","9.452","12.814","12.856","12.752","12.762","12.563","12.731","12.809","12.873","12.741","12.745","12.747","12.986","12.806","12.814","12.81","12.776","12.735","12.769","12.882","12.823","12.67","12.812","12.815","12.805","12.833","12.704","12.737","12.8","12.819","12.71","12.739","12.763","12.768","12.804","12.748","12.815","12.761","12.767","12.787","13.724","12.784","12.812","12.814","12.737","13.73","12.723","12.764"
"276",276,"271","9.843","190.97435","Unknown","[M-H]-","","0.58","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.61","190715_Std_H2OinMatrix_2","190.97435:1482871 191.9777:454813 192.98106:749685","","10.384","10.318","9.711","9.812","9.749","9.844","9.841","9.725","9.823","9.864","9.848","9.778","9.854","10.296","9.573","9.689","9.779","9.846","9.678","9.827","9.928","9.761","9.829","10.108","9.817","9.883","9.906","9.819","9.787","9.783","9.79","9.846","9.896","9.742","9.788","9.628","9.847","9.787","9.832","9.701","9.814","9.847","9.911","9.918","9.879","9.844","9.779","10.078","9.951","10.185"
"277",277,"272","9.965","191.97498","Unknown","[M-H]-","","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.42","190715_Std_4uMStdsMix2InMatrix_2","191.97498:729733 192.97833:689644 193.98169:149959","","10.353","8.758","9.572","9.916","9.955","9.979","9.944","9.694","9.715","9.909","9.968","9.957","9.976","10.51","10.011","9.719","9.916","9.922","9.905","9.905","10.004","9.913","9.997","9.968","9.999","9.883","9.83","9.926","9.956","9.783","10.063","9.939","9.727","10.002","10.016","9.931","9.968","9.894","9.998","9.913","9.904","9.952","9.956","10.023","9.999","9.829","11.369","11.442","9.861","8.854"
"278",278,"273","9.619","192.87392","Unknown","[M-H]-","","0.64","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","803.71","190715_Poo_QC-KM1906_D","192.87392:107183 193.87727:0 194.88063:0","","10.17","9.895","9.146","9.222","9.622","9.616","9.614","9.527","9.563","9.605","9.637","9.643","9.599","10.098","9.375","9.43","9.523","9.616","9.479","9.612","9.697","9.546","9.643","10.123","9.633","9.636","9.663","9.529","9.616","9.628","9.591","9.522","9.604","9.573","9.606","9.49","9.618","9.604","9.589","9.489","8.94","9.619","9.486","9.463","9.619","9.619","9.536","9.564","9.666","9.566"
"279",279,"274","4.057","192.91304","Unknown","[M-H]-","","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.53","190715_Poo_QC-KM1906_F","192.91304:279946 193.91639:0 194.91975:260080","","4.057","3.937","3.61","3.583","4.054","4.062","6.984","4.135","4.521","3.991","4.069","4.014","4.016","3.555","3.759","3.794","3.798","3.97","3.783","4.057","3.611","3.573","3.99","3.649","4.363","3.753","3.93","4.032","4.038","3.987","3.945","3.909","4.057","4.057","3.66","3.574","3.778","3.504","4.201","3.534","4.057","4.057","3.884","3.881","4.057","4.057","3.932","3.913","3.887","3.885"
"280",280,"275","9.761","192.97188","Unknown","[M-H]-","","0.32","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.88","190715_Poo_QC-KM1906_D","192.97188:631058 193.97523:139334 194.97859:74430","","9.761","10.258","9.741","9.736","9.754","9.78","9.771","9.725","9.792","9.772","9.753","9.737","9.807","10.357","9.785","9.689","9.659","9.769","9.678","9.735","9.912","9.746","9.89","9.761","9.802","9.806","9.815","9.744","9.817","9.828","9.774","9.661","9.743","9.742","9.758","9.719","9.831","9.832","9.817","9.731","9.784","9.772","9.881","8.725","9.758","9.724","9.973","10.063","9.921","8.764"
"281",281,"276","13.477","192.97188","Unknown","[M-H]-","","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.15","190715_Std_4uMStdsMix1InMatrix_2","192.97188:498312 193.97523:143855 194.97859:65947","","13.535","13.835","13.477","14.099","13.477","13.477","13.477","13.477","13.477","13.477","13.965","13.915","13.811","13.602","13.477","13.836","14.161","13.477","13.477","13.477","13.477","13.477","13.477","13.477","12.858","13.477","13.477","13.477","12.644","13.477","13.477","13.477","13.477","13.477","13.892","13.477","12.895","12.688","13.477","13.883","13.509","13.389","13.511","13.777","13.418","13.447","13.481","13.715","13.509","13.941"
"282",282,"277","7.972","193.07132","Unknown","[M-H]-","","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.11","190715_Smp_FK180310S77C1-25m_C","193.07132:256920 194.07467:0 195.07803:0","","8.064","8.471","8.23","5.862","7.957","7.947","7.982","8.122","8.112","8.092","7.992","7.978","7.964","8.006","8.119","8.1","7.946","8.149","8.066","7.963","8.042","8.099","8.123","8.123","8.074","7.96","7.92","8.026","8.001","7.96","8.094","8.109","8.123","8.121","8.042","8.014","8.14","8.001","8.032","8.052","8.052","7.753","7.712","7.777","7.997","8.006","8.011","7.82","8.178","8.057"
"283",283,"278","9.27","193.97859","Unknown","[M-H]-","ion correlated with 13","0.76","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1033.06","190715_Smp_FK180310S64C1-25m_A","193.97859:1977021 194.98194:47669 195.9853:2547958","","9.923","9.073","8.871","8.873","9.16","9.383","9.262","9.264","9.302","9.299","9.279","9.267","9.302","9.804","9.053","9.017","9.181","9.293","9.232","9.303","9.261","9.256","9.276","9.31","9.322","9.358","9.296","9.223","9.264","9.321","9.33","9.197","9.278","9.295","9.268","9.214","9.306","9.233","9.267","9.167","9.286","9.274","9.377","9.509","9.306","9.274","9.414","9.028","9.433","9.049"
"284",284,"279","3.442","194.07561","Unknown","[M-H]-","","0.48","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","316.01","190715_Smp_FK180310S77C1-DCM_A","194.07561:442588 195.07896:139278 196.08232:0","","4.083","3.846","3.442","3.839","3.448","3.434","3.439","3.401","3.395","3.415","3.438","3.442","3.36","3.94","3.499","3.368","3.479","3.471","3.4","3.402","3.367","3.437","3.378","3.385","3.461","3.416","3.414","3.334","3.403","3.388","3.396","3.433","3.363","3.344","3.386","3.437","3.443","3.352","3.429","3.366","3.121","4.088","3.581","4.035","3.442","3.563","3.857","4.094","3.228","3.076"
"285",285,"280","15.859","194.90543","Unknown","[M-H]-","","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.32","190715_Smp_FK180310S77C1-DCM_B","194.90543:573102 195.90878:122232 196.91214:0","","16.418","15.859","15.878","15.917","15.864","15.862","15.854","15.727","15.832","16.085","15.869","15.879","15.884","16.231","15.885","15.876","15.718","15.885","15.838","15.796","16.098","15.876","15.963","15.904","16.072","15.789","15.882","15.8","15.846","15.807","15.787","15.686","15.724","15.808","15.896","15.707","15.866","15.869","15.846","15.878","15.666","15.772","15.859","16.173","16.384","15.859","15.859","15.885","15.859","15.859"
"286",286,"281","4.024","194.90549","Unknown","[M-H]-","","0.2","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.2","190715_Poo_TruePooFK180310_DDAneg20","194.90549:1842634 195.90884:369378 196.9122:78916","72.89974:7005 73.68878:6596 74.8302:7255 75.03008:7017 75.84895:7721 79.49802:7651 102.31172:6926 107.04902:15695 108.97858:7850 116.92742:28601 118.71951:7603 139.54462:7889 151.03978:11594 176.89464:573893 176.92862:20670 177.90239:20874 194.90541:2541482 195.10161:9799","4.007","3.982","3.61","3.568","4.483","4.038","4.007","3.981","4.004","3.946","4.031","4.024","4.063","4.062","3.957","3.961","3.995","3.985","4.073","4.011","3.642","4.042","4.036","4.123","3.997","4.135","4.005","4.002","3.962","3.987","3.96","4.031","4.006","4.054","3.977","4.03","4.097","5.39","4.004","4.005","4.064","4.088","4.006","3.896","4.027","3.972","3.977","3.868","3.827","3.976"
"287",287,"282","13.336","194.92696","Unknown","[M-H]-","adduct linked to 238_[M-H2O-H]-","0.94","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10313.8","190715_Poo_TruePooFK180310_DDAneg20","194.92714:230362096 195.93049:4326068 196.93385:24496966","57.43952:8746 65.88793:7886 68.93134:7164 73.88548:7044 79.93595:8069 79.95614:15307 83.8796:7732 84.31709:7828 85.24818:7475 89.14398:8087 96.90807:12702 96.95899:5029763 97.0082:9055 114.933:113365 136.93913:387140 176.89433:25685 176.91624:14362 180.12852:8048 186.38672:9213 194.89038:18680 194.90622:92853 194.93013:1121234","13.973","14.211","13.299","13.312","13.163","13.101","13.173","12.971","13.123","13.154","13.048","13.082","13.184","13.829","13.242","13.229","13.235","13.156","13.065","13.238","13.088","13.169","13.139","13.193","13.223","13.242","13.185","13.226","13.064","13.07","13.191","13.096","13.097","13.147","13.152","13.026","13.242","13.08","13.086","13.153","13.252","14.098","13.92","14.077","13.631","13.868","13.921","14.016","13.917","14.181"
"288",288,"283","10.958","194.99651","Unknown","[M-H]-","","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","14.42","190715_Poo_QC-KM1906_F","194.99651:418836 195.99986:0 197.00322:0","","10.958","11.731","10.783","10.76","10.952","10.975","10.966","10.758","10.973","10.877","10.946","10.925","10.774","11.605","10.845","10.87","10.851","10.859","10.763","10.958","10.875","10.245","10.835","10.869","10.861","10.958","10.841","10.958","11.014","10.844","10.878","10.679","11.016","10.958","11.013","10.722","10.832","10.958","10.876","10.942","10.958","10.791","11.536","11.658","8.195","10.145","11.52","11.622","11.53","11.698"
"289",289,"284","9.35","195.8105","Unknown","[M-H]-","","0.52","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","27091.93","190715_Poo_TruePooFK180310_DDAneg35","195.81067:8372070 196.81402:207277 197.81738:10953675","51.84535:7005 56.16951:6832 56.83978:6577 64.70947:8687 99.925:7883 108.04428:41000 118.83228:7403 152.03445:25905 158.84599:19285 160.84132:1166174 168.69991:7876 177.89464:25837 177.90228:8520 193.5442:8034 195.81056:386471 195.90533:56171 196.06374:12411","9.049","9.013","9.342","9.388","9.701","9.71","9.696","9.325","9.64","9.681","9.64","9.721","9.713","9.433","8.317","9.522","9.353","9.433","9.34","9.288","9.402","8.189","9.721","9.391","9.43","9.682","9.357","7.995","9.709","9.705","9.3","9.553","9.418","9.372","9.374","9.537","9.386","9.313","8.017","9.565","9.618","9.35","9.671","9.326","9.35","9.35","9.688","9.365","9.696","8.974"
"290",290,"285","9.275","195.97588","Unknown","[M-H]-","ion correlated with 9","0.8","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1611.29","190715_Poo_TruePooFK180310_DDAneg20","195.97585:2425448 196.9792:28095 197.98256:1215310","65.29819:6480 70.94492:134908 72.93981:12097 72.94196:157545 74.50123:6187 79.95638:8006 87.97153:88285 88.73757:7257 89.96854:76816 91.02478:7442 150.09052:6422 153.03072:8138 155.97649:7406 160.84132:346752 161.25249:6661 163.32388:8107 166.53923:6507 186.36063:6636 188.50439:7738 195.81062:345394 195.90591:7160 195.93521:7613 196.06445:19569","9.939","9.774","8.84","8.888","9.391","9.105","9.303","9.264","9.302","9.314","9.279","8.98","9.312","9.819","9.038","9.033","9.181","9.308","9.217","9.272","9.261","9.256","9.276","9.294","9.322","9.342","9.296","9.223","9.264","9.306","9.315","9.197","9.278","9.295","9.268","9.214","9.322","9.233","9.298","9.167","10.264","8.988","9.316","9.326","7.409","9.289","9.369","9.518","9.204","9.383"
"291",291,"286","3.079","196.86646","Unknown","[M-H]-","ion correlated with 58","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2299.93","190715_Std_4uMStdsMix2InMatrix_1","196.86646:704682 197.86981:0 198.87317:174278","","3.079","3.143","3.088","3.065","3.079","3.713","2.34","3.079","3.079","3.079","2.132","3.222","3.379","3.217","3.079","2.559","3.079","3.079","3.079","3.006","3.079","3.079","3.079","3.079","2.597","3.079","3.079","3.079","3.079","3.156","3.079","3.079","2.235","2.676","3.079","3.079","3.079","3.079","3.079","2.482","3.079","3.075","3.007","3.165","3.079","3.426","3.008","3.051","3.093","3.167"
"292",292,"287","13.94","196.88501","Unknown","[M-H]-","","0.48","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","753.87","190715_Poo_TruePooFK180310_DDAneg20","196.88501:2085224 197.88836:260597 198.89172:0","","13.94","13.94","13.757","13.764","13.909","13.962","13.925","13.876","13.879","13.926","13.974","13.941","13.979","13.94","13.79","13.806","13.856","13.96","13.894","14.059","13.956","13.905","13.95","13.939","13.98","14.024","13.891","13.957","13.929","13.975","13.937","13.898","14.007","13.877","13.907","13.838","13.985","13.975","13.92","13.868","13.94","13.94","14.289","13.325","13.94","13.627","14.147","13.94","14.233","13.565"
"293",293,"288","3.127","196.91002","Unknown","[M-H]-","","0.76","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","703.57","190715_Smp_FK180310S64C1-25m_A","196.91002:1032480 197.91337:0 198.91673:98856","","3.334","3.374","3.106","3.097","3.074","3.038","3.12","3.112","3.105","3.061","3.116","3.038","3.041","3.34","3.117","3.078","3.128","3.075","3.078","3.128","3.091","3.071","3.073","3.094","3.122","3.124","3.11","3.089","3.085","3.096","3.121","3.066","3.1","3.086","3.112","3.071","3.123","3.062","3.08","3.092","3.127","3.127","3.401","3.41","3.531","3.127","3.328","3.324","3.336","3.367"
"294",294,"289","19.633","196.93532","Unknown","[M-H]-","","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","318.4","190715_Smp_FK180310S80C1-25m_A","196.93532:354731 197.93867:0 198.94203:216845","","19.661","19.633","19.727","20.16","19.915","19.675","19.639","19.633","19.917","19.928","19.607","19.692","19.617","19.778","19.536","19.633","19.609","19.801","19.837","19.782","19.371","19.633","19.667","19.68","19.498","19.651","19.443","19.85","19.672","19.305","19.57","20.108","19.913","19.763","19.866","19.633","19.641","19.404","19.674","19.69","19.232","19.633","19.633","19.633","19.633","19.989","19.633","19.633","19.633","19.633"
"295",295,"290","9.424","197.80746","Unknown","[M-H]-","","0.74","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","31951.02","190715_Poo_TruePooFK180310_DDAneg35","197.80769:10919030 198.81104:238083 199.8144:5511946","54.30486:7154 58.52203:8958 60.24702:8484 70.94496:15820 71.04699:7696 72.94196:79565 74.93903:15497 79.1961:6399 86.12943:8910 87.54803:7035 87.90374:6981 89.96859:27527 92.22998:6966 95.10695:8556 99.20615:6799 144.86894:8578 160.84132:405606 162.83838:1167975 186.50026:8632 197.80754:523190","9.049","8.998","9.327","7.976","9.701","9.71","9.696","9.435","9.64","9.681","9.64","9.721","9.713","9.433","8.317","9.506","9.353","9.433","9.54","9.055","9.744","8.189","9.721","9.391","9.43","9.682","9.754","9.637","9.709","9.705","9.683","9.553","9.557","8.046","9.374","9.537","9.386","9.681","9.313","9.55","9.558","9.424","8.723","9.813","9.424","9.424","9.688","9.823","9.696","9.915"
"296",296,"291","13.281","198.91859","Unknown","[M-H]-","","0.62","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","19.91","190715_Poo_TruePooFK180310_Full1","198.91859:892920 199.92194:0 200.9253:0","","13.281","13.281","13.269","13.267","13.287","13.283","13.264","13.061","13.152","13.229","13.291","13.072","13.315","13.862","13.182","13.214","13.22","13.186","13.08","13.27","13.028","13.306","13.124","13.238","13.208","13.274","13.289","13.241","13.265","13.144","13.146","13.248","13.064","13.177","13.108","13.026","13.242","13.323","13.056","13.213","13.281","13.281","13.281","14.122","13.281","13.281","13.281","13.281","13.947","14.211"
"297",297,"292","3.17","198.92247","Unknown","[M-H]-","","0.5","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.34","190715_Poo_QC-KM1906_E","198.92247:226929 199.92582:0 200.92918:0","","3.349","3.466","3.106","3.097","3.18","3.178","3.096","3.112","3.12","3.107","3.184","3.161","3.088","3.294","3.086","3.169","3.159","3.136","3.094","3.17","3.122","3.117","3.089","3.124","3.153","3.17","3.125","3.074","3.1","3.111","3.137","3.097","3.084","3.101","3.112","3.147","3.229","3.123","3.156","3.153","3.17","3.17","3.401","3.41","2.59","3.17","3.361","3.401","3.353","3.428"
"298",298,"293","8.99","198.95387","Unknown","[M-H2O-H]-","adduct linked to 372_[M+Cl]-","0.74","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10.06","190715_Smp_FK180310S64C1-25m_B","198.95387:518469 199.95722:39955 200.96058:53223","","9.463","8.968","8.535","8.964","9.591","9.624","8.967","8.552","8.598","8.533","8.981","9.001","8.595","10.005","9.298","8.605","8.705","8.665","8.459","8.609","9.666","8.737","9.628","8.584","8.604","8.65","9.647","8.534","8.562","9.613","9.07","8.596","9.557","9.558","8.549","8.413","9.585","8.633","8.501","8.538","8.955","9.047","9.023","9.554","9.051","9.048","9.247","9.534","9.204","9.551"
"299",299,"294","9.766","199.80478","Unknown","[M-H]-","","0.34","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1481.8","190715_Poo_TruePooFK180310_DDAneg35","199.80475:5320356 200.8081:95301 201.81146:1182413","54.79572:6327 62.56818:6950 65.48703:7291 71.94099:6936 72.94192:11105 74.93909:9581 76.21304:6687 80.82758:10359 89.27563:6673 93.01615:6700 120.34599:8592 140.67282:6682 146.76057:7278 156.94713:7530 162.83841:803555 164.83546:705440 181.94339:7987","10.246","10.184","9.832","9.616","9.693","9.71","9.696","9.588","9.64","9.681","9.731","9.721","9.722","9.789","9.785","9.963","9.569","9.678","9.54","9.565","9.728","9.807","9.721","9.735","9.709","9.682","9.754","9.637","9.725","9.705","9.683","9.538","9.835","9.651","9.697","9.537","9.679","9.741","9.665","9.565","9.766","9.766","9.671","9.798","9.766","9.766","9.673","9.823","9.696","9.809"
"300",300,"295","7.99","201.85812","Unknown","[M-H]-","","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1274.89","190715_Poo_TruePooFK180310_DDAneg50","201.85812:564426 202.86147:85667 203.86483:196772","","7.99","7.99","8.078","7.99","7.978","7.957","7.937","8.031","7.975","8.001","7.995","7.937","7.954","7.99","7.967","8.054","8.142","8.073","7.96","8.055","7.981","8.022","7.97","8.032","8.12","8.052","8.011","8.041","8.062","8.036","8.079","7.941","7.97","8.016","7.951","7.968","8.11","7.94","7.971","8.037","7.99","7.99","7.99","7.99","7.99","7.99","7.622","7.99","7.99","7.99"
"301",301,"296","3.097","203.86867","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","16416.54","190715_Poo_QC-KM1906_F","203.86867:4362836 204.87202:157106 205.87538:4038880","","3.097","3.172","3.073","3.065","3.07","2.948","2.899","3.051","3.097","3.061","3.05","3.151","2.085","3.11","3.162","3.078","2.085","3","3.097","3.037","3.097","4.346","4.22","3.216","3.045","3.097","3.097","3.196","2.979","3.097","3.097","3.097","3.097","3.055","3.218","3.086","3.097","2.602","3.11","3.097","3.097","3.275","3.022","3.135","3.332","3.122","3.008","3.036","3.078","3.167"
"302",302,"297","9.549","204.84842","Unknown","[M-H]-","","0.9","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3561.24","190715_Std_H2OinMatrix_2","204.84842:663560 205.85177:165906 206.85513:1058006","","9.279","9.543","9.161","9.207","9.618","9.647","9.654","9.527","9.578","9.62","9.659","9.653","9.628","9.14","9.405","9.445","9.507","9.616","9.494","9.612","9.697","9.562","9.658","9.468","9.633","9.636","9.678","9.575","9.646","9.644","9.606","9.522","9.588","9.588","9.621","9.49","9.618","9.604","9.589","9.504","9.549","9.549","9.532","9.448","9.549","9.394","9.536","9.564","9.527","9.627"
