412	6.276	186.1127	Unknown	[M+H]+	similar chromatogram in higher mz_597	0.52	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.73	190715_Smp_FK180310S62C1-25m_A	186.1127:410869 187.11605:172859 188.11941:219196		645755	769224	11313413	2986527	509044	1190716	1897069	9287789	8366780	3883379	321211	1803581	3609452	602606	860666	1280276	11356403	11216111	5620720	1214676	9234660	5284282	9484761	7213290	9370728	768027	1041574	5688535	10332882	9471508	5547324	6877812	4648315	11919830	8411263	5216545	10163633	2523203	11247058	4270850	649243	821699	360733	321186	678401	241416	608207	199915	864316	227240	4448476.7509375	4047588.64075408
413	7.662	186.1127	Unknown	[M+H]+		0.64	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.06	190715_Poo_QC-KM1906_F	186.1127:390062 187.11605:162264 188.11941:221052		362582	5667964	8005724	10643364	473874	443491	495525	5966018	2112392	7172997	206786	1233450	2005550	1452261	3375680	2295444	6201163	5028774	5578272	1490635	7940832	2554988	3420284	4081939	5261094	2175804	5558706	2597339	6025763	4257952	5084864	3544881	2544447	2130662	4828988	4951863	3447104	3765184	6781714	4853564	582140	424875	5902610	904818	489153	287168	6583539	5431308	7135540	3382305	3742867.4875	2514528.43766278
414	9.261	186.16019	Unknown	[M+H]+		0.8	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.37	190715_Smp_FK180310S80C1-25m_B	186.16019:307798 187.16354:84457 188.1669:0		2994731	2740262	2316558	2462062	1660557	1895015	1801818	2649524	2345089	2331722	1670932	1822810	1592818	3475822	3040234	3219691	2474607	2510120	2783561	2323525	2005708	2449728	2409801	2559234	2153426	2457801	2267630	2742368	2413654	2252789	2327280	2659998	2554249	2585708	2437505	2771596	2329548	2392875	2181874	2478916	244440	430158	564225	484402	306998	208821	603815	381985	404954	268999	2008838.854375	895424.16605921
415	7.662	186.94411	Unknown	[M+H]+		0.62	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	57.58	190715_Std_H2OinMatrix_2	186.94411:1222219 187.94746:377844 188.95082:435396		13321691	20472020	4471278	4569922	793752	673165	412120	19362022	5181276	13029405	261235	1600186	3190052	13841366	3384310	3078457	12757344	5062234	3995231	1827468	2334332	6005772	5460519	1751901	4755084	4338522	7160800	3507525	7547332	4722351	3924831	2234628	4569121	3921694	5842102	7745552	3386829	2917180	6367010	7244113	58246	102926	10577097	4761202	283090	252712	13098544	14274517	14501212	16286276	6024351.08976563	5222743.15260121
416	19.602	186.94424	Unknown	[M+Na]+	adduct linked to 480_[M+K]+	0.4	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	539.2	190715_Poo_TruePooFK180310_DDApos50	186.94415:6198738 187.9475:727446 188.95086:916369	52.62517:6979 54.09788:6558 54.61998:6443 56.57051:6526 60.42318:6876 62.98251:114849 64.51964:6834 65.56793:7039 85.22324:6874 115.44537:7128 118.75897:6566 124.59525:8494 128.95372:1528609 140.76039:7832 157.63138:6793 160.96486:48344 162.10553:7163 167.48582:7584 177.01453:8000	305332288	3753580	1997627	4250347	513842	273473	58854836	1903676	1500854	1552971	281420	560048	346216	145966	2131863	1951035	1868389	136204048	2671146	110218624	39965888	1619221	191202336	35122816	163225408	181313808	320458880	4579810	168283264	286714272	158053952	7268306	2321329	1423936	227186336	6255112	225563552	94180240	1785808	2283519	1444649	142349	2861879	107836	832474	131383	2429357	79485	2151596	521841	55316457.8454688	92921025.68569
417	6.632	187.10793	Unknown	[M+H]+		0.2	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.04	190715_Poo_QC-KM1906_F	187.10793:315355 188.11128:256633 189.11464:146141		854014	530836	5635993	2723771	279734	210726	102886	1799631	1034200	2739351	137096	189504	266987	595448	624028	1025624	2044031	840593	2841666	1819462	6434626	3625660	1058626	1273952	2453426	1230906	1115080	1419061	1066694	1506294	1238255	4756159	6303970	574874	738184	4249153	1589624	396271	1165318	2789869	861259	763732	598012	160978	1426782	383856	671770	372534	636461	600276	1555144.8640625	1570112.92344263
418	3.872	188.0376	Unknown	[M+H]+		0.44	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14.81	190715_Poo_QC-KM1906_D	188.0376:192877 189.04095:18761 190.04431:12155		8638	3618334	2909202	2601583	361356	199387	159295	997668	611865	260924	131868	215400	476370	114927	220726	264758	899073	1735259	2201601	31428	490000	20435	1490169	1278850	2525038	20994	22398	22407	568921	406448	572225	363237	208052	226609	105973	1201710	1271255	14698	199018	374389	0	0	2383357	804507	0	19644	2464654	710178	2865958	510843	783232.518925781	953242.413164261
419	6.903	188.03769	Unknown	[M+H]+		0.22	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.19	190715_Poo_QC-KM1906_D	188.03769:164456 189.04104:24566 190.0444:13515		7588	2639123	224753	521340	4847	4099	5972	9141	8385	20458	2345	3904	5757	228731	9935	12882	194054	12412	15204	9589	22951	9856	608421	690702	19487	9911	9563	28069	10684	436021	462429	6451	8968	86466	22900	70145	1408028	7572	14497	11987	0	0	2317392	1452286	10467	7678	2370746	1750644	2249464	1290541	386696.957250977	729015.417165783
420	6.504	188.0377	Unknown	[M+H]+		0.22	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	22.99	190715_Poo_QC-KM1906_D	188.0377:164456 189.04105:24566 190.04441:13515		7588	2639123	2502304	2014498	96665	73744	152399	612088	454580	409891	40302	69955	102194	228731	118189	12882	1642746	745133	1131133	9589	693210	9856	608421	690702	1283500	55255	36809	28069	141917	52572	462429	209753	204265	86466	40847	874191	1408028	25777	14497	31712	0	0	2317392	1452286	10467	7678	2370746	1750644	2249464	9143	603796.647558594	804908.720962996
421	6.589	188.07074	Unknown	[M+H]+	adduct linked to 493_[M+NH4]+	0.28	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.08	190715_Smp_FK180310S80C1-25m_C	188.07074:509877 189.07409:75684 190.07745:0		9065	3006424	166020	47899	38235	16637	28585	2399861	1498561	14315	17846	62270	19967	954753	10946	47456	558800	126715	2881611	25318	9714545	15833	912912	1205694	2237618	22406	1267007	15806	8396	15121	18439	47288	18401	1285055	15072	3700669	11951392	33686	18932	17344	11912	12951	10898	1824904	8717	1127572	2259207	2394661	2363273	10179	1089543.49318359	2257676.44612152
422	2.826	188.12804	Unknown	[M+H]+		0.36	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.32	190715_Std_4uMStdsMix2InMatrix_2	188.12804:848725 189.13139:85962 190.13475:222860		1654778	1044512	2620631	684036	329933	1441631	927743	6869766	3277152	5478610	346838	595354	3329686	2304639	2233944	3383736	1374764	730533	1950827	3114838	7455838	4302756	1946478	2654425	3011153	1241994	2076106	1463355	9683464	8298474	19202194	10836059	6055804	6359476	1022807	1949050	9904683	1426877	3576397	8485158	649552	303385	907723	1382928	880098	20870882	1867346	15872416	809014	481806	3973432.90625	4685167.90607701
423	19.67	188.94159	Unknown	[M+H]+		0.28	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	181.74	190715_Smp_FK180310S80C1-25m_A	188.94159:1344460 189.94494:71482 190.9483:91488		19119652	177614	308931	264236	81486	115438	156152	93267	274035	404986	43083	52896	31350	111882	385777	343909	107107	14656961	341544	12640666	4389938	112458	14043465	2963095	15579114	11218762	14768260	532140	23673622	18323970	33783828	399459	515185	261698	22679976	233879	21865606	13474294	152459	202880	80780	92029	234764	56551	105410	66494	195505	32037	181488	39270	4999387.72253906	8470829.53061985
424	10.042	189.01805	Unknown	[M+H]+		0.26	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.89	190715_Std_4uMStdsMix2InMatrix_2	189.01805:160743 190.0214:0 191.02476:29995		0	14389	20922	131533	4004	2639	3350	534040	275727	13139	2655	14199	12238	9109	49067	53442	756629	33543	2577748	34145	1212872	135481	99976	40440	842593	9363	17450	120506	95436	12776	10958	12317	10174	18120	91185	58737	1262197	14929	28850	241907	0	0	311205	23785	1588180	1908267	2239169	2150555	448158	296022	356882.514086914	659703.305333717
425	9.415	189.07578	Unknown	[M+H]+		0.28	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.63	190715_Std_H2OinMatrix_1	189.07578:303665 190.07913:28764 191.08249:44409		102771	4372012	2517351	1376541	2357	3142	3003	10261	9906	13169	2776	2959	3622	286704	75180	11831	26235	12381	437703	26311	2315826	438066	14004	9125	23458	12019	351316	784203	24674	45238	12136	970609	31656	617675	9979	1048405	9163	13747	792627	234443	426332	95303	4941382	2769403	4626436	2245144	3425012	2639664	5041256	2005680	905403.91097168	1449229.12146228
426	7.322	189.09839	Unknown	[M+H]+		0.26	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	15.15	190715_Smp_FK180310S80C1-DCM_C	189.09839:500923 190.10174:204366 191.1051:160280		259881	220696	689902	791991	138886	136061	357768	2226540	2035409	1735787	180797	258786	362380	300881	1167326	345999	2170852	1351980	1899108	594458	719233	150250	285524	1203467	419017	389432	258116	673987	718471	564286	438032	3407691	3426250	2507068	219741	732754	286612	5522642	6559505	8995432	1357218	227638	335304	100714	177782	383099	440917	142317	283578	285734	1168745.91234375	1742442.45289837
427	9.187	189.12329	w/o MS2:Ingalls_N(e)-Acetyl-Lysine	[M+H]+		0.42	False	9.108	189.12331					530	True	True	False		False	False	null	null	100	100	null	null	null	171.61	190715_Std_4uMStdsMix1InH2O_1	189.12329:20112400 190.12664:2211420 191.13:158951		138797	1392970	1556108	2037523	74614	68768	47240	205564	912055	281637	24543	74612	141692	135801	221744	201544	36546	514781	131394	67660	860949	66736	341531	964216	772087	167542	189864	48897	6768318	725363	792388	1189290	1229392	1084964	20849	1465075	1206402	851279	1441347	1743061	301690080	3289836	208919392	171940128	181819	96467	1628602	1168040	1756307	988489	14437086.0447656	56042618.8310113
428	7.067	189.12338	Unknown	[M+H]+		0.54	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	78.58	190715_Std_4uMStdsMix1InH2O_2	189.12338:16282481 190.12673:1672059 191.13009:135877		411977	10273851	12011906	11476481	177243	390659	202696	3924550	3189620	3750581	113005	302787	1028448	2160617	364474	1733867	4738403	7062454	23200332	874978	265605	978954	1974827	1796967	2238116	361985	373359	1211510	277347	2690171	514709	2620448	7198412	3843036	695744	635136	389645	460433	1063324	2676661	551346	239480304	7207121	4180182	274218	295506	2394990	2875214	7390755	6469528	7815489.6425	33692630.9548292
429	5.439	189.12352	Unknown	[M+H]+		0.28	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.71	190715_Poo_QC-KM1906_F	189.12352:321280 190.12687:107105 191.13023:50328		268634	382195	6731786	6075712	231340	71746	111151	1263031	1607188	1152293	222897	170120	296159	321162	700084	1015421	1664823	2387255	458253	966950	1455509	1181086	895229	898368	1180898	1928580	1740614	650866	904023	2746158	912387	830436	1810457	1306746	653358	3104374	1126646	1158376	535758	728273	594373	224900	387144	615009	441010	594563	435348	486503	3961056	281216	1197349.355625	1336105.70589296
430	14.409	189.15965	Unknown	[M+H]+		0.66	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	213.69	190715_Std_4uMStdsMix2InMatrix_1	189.15965:22792400 190.163:2204844 191.16636:114307		22233	5818759	5830026	5749908	50837	51523	62931	2827749	2165022	1509151	75220	92961	111110	1057754	629197	889039	2311960	494598	4343034	1292117	12842829	758691	1395328	1818713	1586153	1219172	596433	1191572	14798	12980	20068	933239	1127328	93240	967092	2538484	5285088	7312	699435	2023418	8259	0	5409134	3282688	349576736	342117984	442682528	358316896	5611838	3210786	31614667.0017969	102427458.745623
431	6.734	190.01266	Unknown	[M+H]+		0.54	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	34.67	190715_Smp_FK180310S64C1-25m_B	190.01266:660293 191.01601:57247 192.01937:42150		0	24185	559838	352804	63012	27563	158982	847657	2731140	307718	47403	44649	111531	369658	2581044	495027	754582	1017203	5767206	3002378	5091709	1474374	1000891	15590984	8017161	14557308	1892710	2465449	61043	4971172	4230525	3080816	6568923	877836	971606	591638	625887	1161355	1351859	1502402	8420	7333	101183	27817	696994	708954	457747	532822	80999	62036	1960670.67240234	3289278.58065595
432	11.23	190.07108	Unknown	[M+CH3OH+H]+	adduct linked to 346_[M+NH4]+	0.2	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	117.12	190715_Std_4uMStdsMix1InH2O_1	190.07108:4466477 191.07443:353690 192.07779:72214		13616	560451	849466	507476	3140	5370	2843	12209	20322	13564	2209	3938	3265	212731	20806	9543	9971	20528	11675	30139	26330	23689	19116	61769	12493	24970	13735	11487	12905	13334	7893	8729	25886	8422	17631	16222	18625	68980	10318	10484	61882560	46164192	55694812	44204116	12369	12526	650973	378120	585404	289930	4252025.62845215	14367524.85883
433	8.658	190.10741	Unknown	[M+H]+		0.2	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.22	190715_Std_4uMStdsMix2InMatrix_2	190.10741:350694 191.11076:33405 192.11412:55550		1484577	8126410	778392	1279068	201793	244403	111769	1293306	1936487	1781057	87741	224440	113560	1441736	1540980	1269000	917645	799816	4240123	2611006	3668846	1152204	1395389	3353120	1110381	1245260	484450	406424	790171	491062	886903	920613	699001	325767	1159312	1366559	780641	421133	1255755	1164294	39423860	32541604	3447911	2361560	2160653	1839079	1405820	5344373	5061222	7464742	3092228.4278125	7035314.98904392
434	8.387	191.07365	Unknown	[M+H]+		0.22	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.13	190715_Smp_FK180310S64C1-25m_A	191.07365:436316 192.077:63239 193.08036:57041		172769	4458533	4272572	6253462	280531	298394	202102	1030401	2886810	2488809	311634	640984	772036	107483	390504	1272002	10021672	4082454	2387854	246684	502475	440751	8945819	2623986	4990032	245643	658173	274765	531640	396115	457329	311875	501343	1331865	502044	820891	1854499	164343	7893206	491105	54959	117413	4290378	86040	63751	59672	47833	4563216	2979297	3614866	1847860.278125	2440437.70580119
435	7.072	191.07381	Unknown	[M+H]+		0.28	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	17.53	190715_Smp_FK180310S62C1-25m_A	191.07381:346927 192.07716:46207 193.08052:40008		287891	102846	3700537	5109681	491642	183651	1591304	2612768	2886810	3493549	384456	1354719	854120	562564	1306183	2089715	6664791	4082454	4880106	255553	1598219	425572	8945818	3715120	4227471	234719	835512	1073516	1796359	1360734	1356123	254254	606315	252291	2118161	6164156	5267967	977446	7893206	4694011	164015	254866	348264	227391	233149	1420518	710211	480487	426363	95840	2021068.29375	2224390.78059262
436	8.203	191.07381	Unknown	[M+H]+		0.44	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.12	190715_Smp_FK180310S62C1-25m_A	191.07381:488181 192.07716:46313 193.08052:371264		100649	3578415	4272572	6685488	270205	263000	234248	766296	1842522	2488809	308365	253786	423559	795598	523344	1272002	10021672	4042679	2387854	54054	440516	377250	6071458	2623986	4990032	125918	188760	60940	578329	259885	348816	603216	291102	1331865	561492	820891	1854499	251681	627842	532505	89912	54466	2453999	1896059	79745	79428	1774635	1991633	2665553	2408363	1540397.78789062	2017581.65916759
437	10.098	192.06908	Unknown	[M+H]+		0.4	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11.91	190715_Poo_QC-KM1906_F	192.06908:291038 193.07243:868229 194.07579:124465		21877	2969068	2883831	5354454	90357	387310	205913	675163	333604	863180	139889	160460	268906	228644	103179	505845	450619	5203390	1754656	276587	274889	345642	3330025	1363280	3329789	228418	1403278	512288	408185	1866266	1156856	203484	173299	267663	1278255	1693267	1990218	160505	529066	371593	11952	41474	1858448	1341331	14993	37438	2068106	1717612	2178154	1521600	1091086.10755859	1267779.48993309
438	9.223	192.12305	Unknown	[M+H]+		0.84	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	24.04	190715_Std_H2OinMatrix_1	192.12305:1169248 193.1264:166868 194.12976:156115		398161	12765081	13856252	15840084	927550	242200	1191147	3519110	3469676	3619078	260266	1323939	1479110	2808289	3263962	1720564	6203888	3631777	6326054	4538541	5972226	4920653	3770822	3736760	4713884	4106998	3370096	5343815	2529184	2020612	2196853	3033402	3123472	3285491	2198438	3852896	3765722	2294986	3783259	4912437	4310726	153763	5959254	9006542	18719554	213180	23272394	9876909	26154330	9389632	5347460.3425	5607346.31625473
439	3.094	192.88832	Unknown	[M+H]+	ion correlated with 833; ion correlated with 834; ion correlated with 849; ion correlated with 852	0.22	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1300.75	190715_Poo_QC-KM1906_F	192.88832:830340 193.89167:0 194.89503:790646		0	19062224	11696892	19207712	8979	2370	5141	373375	54961	194152	5698	3738	19170	643791	95164	108798	15349	77304	21218	3124637	56239	218494	210059	162406	46992	35120	272539	339647	34761	10253	36958	41604	17742	282664	37055	55830	37632	11713	82563	45111	36900	1632082	4594775	4130213	11929	76612	14125523	13315312	10978965	11896490	2351097.15595703	5117542.3895539
440	6.63	193.01021	Unknown	[M+K]+	adduct linked to 360_[M+Na]+	0.34	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	25.15	190715_Smp_FK180310S64C1-25m_B	193.01021:220661 194.01356:0 195.01692:22098		20029	1647177	1619260	2303879	16091	25149	99872	269851	1021370	272202	28685	64597	47066	17822	386658	83359	70722	175055	898073	331090	236362	407480	231648	4974689	3207343	1934549	329611	918866	126909	3734849	3121350	171469	2009685	115456	714846	418389	239712	254931	111639	109302	112223	26085	1047803	681117	41105	45686	591028	813875	1203280	821865	763023.147578125	1080362.78724301
441	9.806	193.05313	Unknown	[M+K]+	adduct linked to 272_[M+H]+	0.92	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	549.21	190715_Poo_TruePooFK180310_DDApos20	193.05316:1995750 194.05651:200911 195.05987:130710	52.93663:6994 53.57789:6417 54.43543:6457 57.42628:7104 63.02702:48258 67.67937:6940 73.02911:96694 75.02699:229816 85.02901:8097 87.21925:7957 87.80977:7229 95.56082:6730 103.02167:221097 113.02343:34179 121.03193:61914 131.03391:16053 135.08035:13942 147.11696:10787 151.11157:18181 151.76608:6691 165.12697:7883 175.11179:16559 193.05304:1212630 193.1226:31640	2981721	141242880	150471792	192561008	27765012	8317364	16309846	43037132	37239696	39221456	11549247	29686522	26776870	34133040	27936000	32182964	151974464	78385024	56684784	9197005	27587162	15122662	74639048	66299164	80228416	8853313	12533663	12372191	24402280	27411464	30763982	14622200	10932976	14504062	32500540	73417408	62831880	10130464	31580662	39172788	27107	12580	98191664	81022088	0	14884	103043640	84336952	104203520	87242832	46913108.3707227	44909478.5386033
442	8.296	193.08934	Unknown	[M+CH3OH+H]+	adduct linked to 363_[M+NH4]+	0.92	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	148.44	190715_Poo_TruePooFK180310_DDApos20	193.08955:1123283 194.0929:163626 195.09626:102949	50.86161:6763 53.53374:7463 53.93443:7332 55.83665:7799 57.03432:56990 60.41566:7221 61.02908:9098 65.64809:5982 71.0499:58546 82.37024:7229 85.85693:6858 91.54744:6652 94.3536:7796 95.08574:6819 99.04461:32025 101.06019:9861 103.03947:89638 105.13077:7097 107.08569:10374 109.10157:8947 113.06:35765 117.05522:10908 119.08533:8468 125.06052:6839 125.5836:7830 131.07047:1090284 135.08073:15209 147.11694:17736 151.11189:30400 151.60689:9156 158.45898:9311 175.11182:19101 193.06929:11423 193.08946:94387 193.10641:14589 193.12277:49686 193.13377:42688	187081	44839564	33506986	42756744	5776032	10870547	10131772	9351982	9156638	11083781	5987554	10504787	9439231	4949353	4507049	5750079	23439752	14045893	18922890	142768	13139151	6920782	9992072	9483141	12576104	3389146	4023692	2666012	9035094	10998308	6480284	1323527	3204675	5027763	19456066	18272778	13298040	2398324	7531222	6061389	192534	167160	51124536	39656116	197644880	238116000	283035232	294938368	51218280	35698700	32648397.1625	67981080.1812611
443	5.641	193.15488	Unknown	[M+H]+		0.2	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	85.31	190715_Smp_FK180310S62C1-25m_C	193.15488:10322804 194.15823:1014943 195.16159:116370		394517	285371	170445	86559	1149432	782837	872117	7132042	6821548	8900023	551472	2088847	1332786	292288	2017143	917599	767414	564702	209696592	694786	31625678	2369748	2722150	3667360	52246304	185396	987339	712259	1275004	226592	167519	405756	403860	664165	383565	813879	9365645	537084	301716	2188922	396971	202258	860220	200638	1284737	258654	374136	188927	499307	172706	7224140.2909375	30443266.5765373
444	8.881	194.00966	Unknown	[M+K]+	adduct linked to 29_[M+CH3OH+H]2+	0.48	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	682.63	190715_Smp_FK180310S77C1-25m_A	194.00966:4111546 195.01301:381139 196.01637:3240791		32063044	0	21117478	26564614	5223420	5746693	23247344	41600100	67559008	22853796	3861291	5641250	28622302	42772844	68195496	27714918	61188956	59749592	24099228	7610580	20000812	34265204	18946494	7008858	27604756	24848074	42039252	49003976	166335824	86148600	31496520	6353528	17267910	34370804	29237878	19690238	46398196	22549240	31524788	37528424	0	0	19921470	0	0	0	60441908	88707896	31977206	59791648	31777829.165	29667292.3737002
445	9.508	194.00977	Unknown	[M+Na]+	adduct linked to 506_[M+K]+	0.88	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	278.13	190715_Poo_QC-KM1906_D	194.00977:4606282 195.01312:539859 196.01648:4009160		22457480	64494316	23800626	40583652	24117738	11404909	9530697	43118920	45576108	72918832	16490576	27470170	37128260	32552330	22965528	32618798	54992208	37235096	35832436	45491492	18387940	73278384	57779720	12982971	61621436	26820700	73696712	56251580	81157920	53358324	55167964	17388144	21433176	94399608	69890120	52266104	46511880	63595628	55663632	27059622	0	0	40588252	153930608	0	0	90860320	165438272	75533352	153784672	47992544.26	36989748.4816547
446	3.405	194.06735	Unknown	[M+H]+		0.44	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11.42	190715_Poo_QC-KM1906_D	194.06735:535346 195.0707:50812 196.07406:36675		634116	11168359	9286568	9190441	295054	386720	542903	3875992	740431	689384	143822	297006	1065770	494153	1158569	1085331	6556210	3827664	3420311	751153	5202082	2736877	3130684	1361546	3257473	1429836	935598	987802	2293254	2086834	566292	527769	1579739	2663462	2184436	4484068	4956672	921063	1991659	5432052	654707	650058	793832	3279244	487653	667978	310304	721988	4740810	3902140	2410957.38875	2520173.57072327
447	7.753	194.11781	Unknown	[M+H]+		0.28	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.96	190715_Smp_FK180310S62C1-DCM_B	194.11781:332821 195.12116:346877 196.12452:165907		7516295	741817	1948973	2696298	647650	293722	375151	1470162	1616547	2808748	239242	774685	691269	1424643	1036599	1061695	1439884	1116345	3637509	4846678	9860262	1359274	916209	7303294	6159552	1175742	1135428	1334754	3009040	2113472	5170905	3798058	3652692	1368838	2781409	6192188	5028922	1545847	1359163	1339966	1606491	895576	1687676	1089948	832554	673044	729600	767599	700156	1636841	2272168.1965625	2140454.96300739
448	9.334	195.01062	Unknown	[M+H]+		0.48	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	37.35	190715_Poo_TruePooFK180310_Fullpos240	195.01062:594712 196.01397:2911818 197.01733:350783		5296010	7131169	1126225	3166129	1062827	1240345	1234670	5446732	2700106	9287958	286454	2465620	9528793	907573	4216216	2688385	6116026	2523693	3692627	2183345	1920186	3666887	2497209	992753	2869428	1087092	13190883	5474452	4950642	4974098	5238198	2864154	1522243	6598125	5008062	1897767	3923905	1672143	5609816	3460950	11153	0	2489496	8570825	20561	0	6120183	13953786	5585236	16337055	4096163.77695312	3592424.88032367
449	14.521	195.02531	Unknown	[M+H]+		0.34	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	15.32	190715_Std_4uMStdsMix1InMatrix_2	195.02531:232292 196.02866:28249 197.03202:892765		2804769	3309536	997191	2109901	129470	110507	116143	214945	1149251	1100330	116663	319222	193350	785900	711365	572042	839626	428735	122875	676269	400171	402721	311254	151741	2408944	920032	389695	412879	997585	910651	3092512	281175	111987	315620	2715606	1742474	907325	1936132	365488	430554	5005102	2246827	4605950	3782026	1953732	1459182	1468402	3525592	2841850	3022288	1318471.76171875	1282439.54190881
450	4.42	195.02731	Unknown	[M+H]+		0.56	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14.59	190715_Smp_FK180310S64C1-DCM_C	195.02731:83776 196.03066:0 197.03402:22162		1118911	403990	19922	10235	137673	144972	189680	1062921	796276	1460782	121966	180767	572138	8729	254371	696331	896451	804099	1043582	550954	1499796	1531081	925278	885203	1054415	1002076	1499992	1597196	1355804	615135	1015838	885627	1029759	1506073	939211	996766	1027835	1015860	822898	1002289	9433	10571	12070	17225	18062	6484	8276	8717	8115	6977	655776.242714844	530950.071608033
451	10.143	195.04893	Unknown	[M+K]+	adduct linked to 278_[M+H]+; similar chromatogram in higher mz_749	0.22	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	46.54	190715_Poo_QC-KM1906_D	195.04893:781822 196.05228:58100 197.05564:21790		9676	11112239	5437863	6683547	9646	13936	3351	12090	11327	39053	7991	8261	8456	1667506	21614	9906	10832	45428	13394	8085	64151	20664	77107	4261687	4472284	12221	41426	36977	52699	13752	1473950	16558	12148	18186	31321	16183	10565	274134	66489	9382	21441	17063	6869540	5417002	17906	15048	6256452	3701819	7470969	6411074	1446288.0134082	2720498.50029684
452	9.303	195.06879	Unknown	[M+H]+		0.58	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.68	190715_Poo_QC-KM1906_F	195.06879:599562 196.07214:64786 197.0755:43610		35723	7097740	7204454	9093506	55451	1302905	339505	2202345	2012316	2139886	128806	115387	1358821	1983381	1703469	889758	7622854	3539965	5581586	20775	1887104	14210	3544908	4493783	7297308	9547	32153	111575	1366851	1180278	1776417	886810	20682	16041	1380144	3333374	3226414	38012	1898674	1496483	249600	70545	4717682	5121126	177562	83868	6729228	4990304	8491897	4835504	2478134.36996094	2652838.98828915
453	9.648	195.13802	Unknown	[M+H]+		0.22	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.61	190715_Smp_FK180310S77C1-DCM_C	195.13802:145487 196.14137:53094 197.14473:171652		329394	231123	837354	788364	118320	190446	170013	2657389	1364308	1697521	68149	283598	174525	283511	958854	1038254	1691100	2075069	1085852	1440054	2701814	2177369	1698242	1622750	1608474	2138562	358495	2131846	2054846	2059178	926226	1738102	1435329	2204866	1747706	2434609	1462078	1547900	2969938	1648418	823157	589735	720039	296924	585602	289256	523430	430294	976941	301696	1193740.35140625	808134.379789228
