"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49"
"324",324,"319","3.097","214.83252","Unknown","[M-H]-","ion correlated with 313","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3989.01","190715_Poo_QC-KM1906_F","214.83252:1581793 215.83587:0 216.83923:608514","","214.83252","214.83235","214.83234","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83266","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83252","214.83224","214.83249","214.83218","214.83252","214.83252","214.83234","214.83221","214.83247","214.83223"
"325",325,"320","9.545","214.85866","Unknown","[M-H]-","","0.9","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2449.22","190715_Std_H2OinMatrix_2","214.85866:432166 215.86201:72926 216.86537:170334","","214.85893","214.85876","214.85893","214.85898","214.85912","214.85899","214.85902","214.85872","214.85886","214.85898","214.85866","214.85895","214.85886","214.8584","214.85893","214.85899","214.85883","214.8588","214.85863","214.85875","214.85909","214.85881","214.85876","214.85867","214.85886","214.85902","214.85892","214.85884","214.85878","214.85875","214.85878","214.85878","214.85876","214.85869","214.85881","214.85881","214.85893","214.85878","214.85883","214.85876","214.85866","214.85866","214.8587","214.85873","214.85866","214.85866","214.85864","214.85855","214.85881","214.85866"
"326",326,"321","4.891","215.83719","Unknown","[M-H]-","","0.58","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3602.9","190715_Std_4uMStdsMix2InMatrix_2","215.83719:615449 216.84054:0 217.8439:277682","","215.83719","215.83751","215.83736","215.83754","215.83719","215.83719","215.83719","215.8373","215.83719","215.83757","215.83722","215.83719","215.83719","215.83719","215.83719","215.83719","215.8374","215.83737","215.83701","215.83783","215.8374","215.83772","215.83719","215.83719","215.83719","215.83719","215.83757","215.83719","215.8373","215.83719","215.83719","215.83719","215.83719","215.83743","215.83711","215.83737","215.83737","215.83719","215.83708","215.83772","215.83752","215.8376","215.83719","215.83749","215.83746","215.83742","215.83745","215.83719","215.8374","215.83734"
"327",327,"322","8.24","216.79079","Unknown","[M-H]-","similar chromatogram in higher mz_335","0.88","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9119.67","190715_Smp_FK180310S80C1-DCM_B","216.79079:989346 217.79414:167682 218.7975:2268859","","216.79085","216.77985","216.79074","216.79079","216.79102","216.79079","216.79097","216.7908","216.79074","216.79094","216.79115","216.79099","216.79106","216.79063","216.79129","216.7908","216.79085","216.79085","216.79083","216.79092","216.79091","216.79088","216.79079","216.79066","216.79089","216.79085","216.79097","216.79082","216.79088","216.79089","216.79076","216.79086","216.7908","216.79082","216.79085","216.79083","216.79074","216.79079","216.79079","216.7908","216.79079","216.79079","216.78049","216.79079","216.79079","216.79079","216.78029","216.78038","216.78056","216.78032"
"328",328,"323","9.59","216.85591","Unknown","[M-H]-","","0.82","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1029.91","190715_Std_4uMStdsMix2InMatrix_2","216.85591:196796 217.85926:38068 218.86262:71490","","216.8559","216.85619","216.85591","216.85591","216.85629","216.85649","216.85614","216.85573","216.85619","216.85641","216.85591","216.85605","216.85602","216.85612","216.85611","216.85603","216.85577","216.85593","216.85574","216.85628","216.85591","216.8559","216.85614","216.85591","216.85577","216.85619","216.85605","216.85631","216.85577","216.856","216.8558","216.85593","216.85608","216.85593","216.85602","216.85602","216.85602","216.85582","216.85582","216.8557","216.85591","216.85591","216.8562","216.85609","216.85591","216.85591","216.85609","216.85591","216.856","216.8559"
"329",329,"324","13.652","216.9091","Unknown","[M-H]-","","0.84","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","68245.35","190715_Poo_TruePooFK180310_DDAneg35","216.90933:8549596 217.91268:589472 218.91604:2099801","78.04585:6933 79.95618:13630 81.15559:7648 90.2011:7954 96.67805:7608 96.95903:836479 116.92744:22807 125.88266:8464 136.93916:2982670 154.94997:35179 179.13989:7446 199.09668:9401 199.85088:23270 216.89674:417226 216.91463:17390","216.9091","216.89655","216.89658","216.89673","216.9093","216.90933","216.9091","216.9091","216.90913","216.90927","216.89662","216.90918","216.90923","216.89651","216.90907","216.90932","216.89661","216.90916","216.90912","216.89673","216.90913","216.89659","216.89658","216.9091","216.89665","216.9091","216.90918","216.89664","216.89653","216.9091","216.90913","216.9091","216.90919","216.90903","216.909","216.90904","216.89661","216.90916","216.89658","216.89667","216.9091","216.9091","216.89658","216.89651","216.9091","216.9091","216.89658","216.8965","216.89665","216.89648"
"330",330,"325","13.17","216.90912","Unknown","[M-H]-","","0.72","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","59548.45","190715_Poo_TruePooFK180310_DDAneg20","216.90935:3285863 217.9127:355162 218.91606:403921","59.48956:8301 60.84418:7214 63.23378:7185 63.77106:7694 65.49208:6950 77.09927:7087 79.47519:7633 81.00856:6673 84.35681:8455 89.34187:7243 96.95901:739212 98.86648:8532 102.53477:7261 110.07852:8363 113.85681:10058 114.52541:7563 115.23029:8944 116.92737:14766 129.25577:7535 129.35767:7080 136.93915:1629573 154.94983:17964 160.722:9193 188.8284:8112 196.90736:10534 199.8503:49159 216.85378:93123 216.89668:1363403 216.90707:49180 217.07196:11224 217.10805:29118","216.90912","216.89655","216.89656","216.89667","216.90935","216.90929","216.89676","216.89658","216.9091","216.89673","216.89661","216.90927","216.90918","216.90912","216.90912","216.90929","216.90904","216.89662","216.90903","216.90923","216.9091","216.9091","216.90909","216.90912","216.90912","216.90912","216.90909","216.90919","216.90901","216.90907","216.90916","216.90918","216.90912","216.89655","216.909","216.90907","216.89661","216.90889","216.89651","216.89656","216.90912","216.90912","216.90912","216.90912","216.90912","216.90912","216.89658","216.90912","216.90912","216.90912"
"331",331,"326","8.777","217.04811","Unknown","[M-H]-","","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1360.49","190715_Smp_FK180310S80C1-25m_B","217.04811:547630 218.05146:47768 219.05482:228942","","217.04802","217.04811","217.04811","217.04811","217.04811","217.04811","217.04811","217.04813","217.04816","217.04811","217.04811","217.04811","217.04811","217.04807","217.04816","217.04811","217.04811","217.04811","217.04813","217.04811","217.04811","217.04811","217.0481","217.04813","217.04811","217.04811","217.04825","217.04811","217.04802","217.04811","217.04814","217.04814","217.048","217.04811","217.04816","217.04811","217.04814","217.04811","217.04813","217.04811","217.04811","217.04811","217.04811","217.04811","217.04811","217.04811","217.04811","217.04811","217.04811","217.04811"
"332",332,"327","5.036","217.83551","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1529.96","190715_Std_4uMStdsMix2InMatrix_2","217.83551:265357 218.83886:0 219.84222:0","","217.83551","217.83572","217.83554","217.83553","217.83551","217.83551","217.83551","217.83551","217.83551","217.83601","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83551","217.83554","217.83551","217.83551","217.83536","217.83543","217.83551","217.83571","217.8356"
"333",333,"328","13.598","217.89713","Unknown","[M-H]-","","0.58","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9744.17","190715_Std_4uMStdsMix1InMatrix_2","217.89713:1775192 218.90048:2342616 219.90384:211213","","217.89713","217.89719","217.89693","217.89713","217.89713","217.89713","217.89713","217.89743","217.89737","217.89742","217.89713","217.89713","217.89713","217.89713","217.89732","217.89713","217.89702","217.8968","217.89713","217.89713","217.89713","217.89723","217.89713","217.90839","217.89725","217.9084","217.89729","217.89731","217.89719","217.89713","217.89725","217.89713","217.89713","217.89726","217.89714","217.89728","217.89737","217.89713","217.89723","217.89737","217.89713","217.89713","217.89735","217.89713","217.89713","217.89713","217.89713","217.8972","217.89716","217.89713"
"334",334,"329","8.203","218.78864","Unknown","[M-H]-","","0.82","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","23327.53","190715_Smp_FK180310S80C1-DCM_A","218.78864:2227859 219.79199:244560 220.79535:1818568","","218.78862","218.78864","218.78865","218.78885","218.78891","218.78873","218.7888","218.7886","218.78876","218.78888","218.78864","218.78886","218.78897","218.78865","218.78864","218.78882","218.78883","218.7887","218.78857","218.7888","218.78862","218.78859","218.78865","218.78868","218.78868","218.78876","218.78876","218.78874","218.78867","218.78874","218.78857","218.78871","218.78862","218.78865","218.78856","218.78876","218.78864","218.78864","218.78862","218.78871","218.78864","218.78864","218.77791","218.78864","218.78864","218.78864","218.77789","218.78864","218.77812","218.78864"
"335",335,"330","13.523","218.90491","Unknown","[M-H]-","","0.8","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13003.78","190715_Smp_FK180310S64C1-25m_C","218.90491:4362130 219.90826:0 220.91162:0","","218.89345","218.89366","218.89362","218.89371","218.90524","218.89374","218.89395","218.89395","218.90515","218.89384","218.89365","218.89488","218.90508","218.90491","218.89395","218.90498","218.89359","218.8938","218.90489","218.90491","218.90503","218.89398","218.89359","218.90491","218.90491","218.90491","218.90506","218.90517","218.89383","218.905","218.90504","218.89337","218.90491","218.8938","218.9048","218.89372","218.89371","218.90498","218.89352","218.89418","218.90491","218.90491","218.89337","218.89342","218.90491","218.90491","218.89342","218.89359","218.89395","218.90491"
"336",336,"331","8.71","219.04523","Unknown","[M-H]-","","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","557.4","190715_Smp_FK180310S80C1-25m_B","219.04523:185857 220.04858:0 221.05194:35224","","219.04523","219.04523","219.04523","219.04518","219.04523","219.04523","219.04523","219.04523","219.04506","219.04523","219.04523","219.04523","219.04523","219.04536","219.04517","219.04523","219.04523","219.04523","219.04514","219.0453","219.04523","219.0453","219.04541","219.04512","219.04532","219.04523","219.04514","219.04526","219.04523","219.04523","219.04523","219.04524","219.04521","219.04524","219.0452","219.04523","219.04497","219.04523","219.04558","219.04509","219.04523","219.04523","219.04523","219.04523","219.04523","219.04523","219.04523","219.04523","219.04523","219.04523"
"337",337,"332","10.47","219.05101","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","306.57","190715_Poo_QC-KM1906_F","219.05101:950685 220.05436:120822 221.05772:124796","","219.05101","219.0507","219.05074","219.05101","219.05101","219.05101","219.05101","219.05081","219.05101","219.05101","219.05101","219.05101","219.05101","219.05101","219.05101","219.05101","219.05089","219.05101","219.05101","219.05101","219.05101","219.05101","219.05086","219.05096","219.05103","219.05101","219.05101","219.05101","219.05101","219.05101","219.05101","219.05101","219.05101","219.05101","219.05101","219.05087","219.05101","219.05101","219.05101","219.05101","219.05101","219.05101","219.05083","219.05075","219.05101","219.05101","219.05084","219.05072","219.05089","219.0509"
"338",338,"333","9.76","219.08728","Unknown","[M-H]-","","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.08","190715_Std_4uMStdsMix2InH2O_1","219.08728:1220658 220.09063:91302 221.09399:0","","219.08728","219.08728","219.08728","219.08728","219.09503","219.0883","219.08275","219.08728","219.08728","219.08722","219.08728","219.08734","219.08728","219.08728","219.08728","219.08728","219.08728","219.0871","219.08711","219.08728","219.0869","219.08728","219.08728","219.08727","219.08728","219.08728","219.08728","219.08723","219.08728","219.0874","219.08728","219.08728","219.08684","219.08727","219.08711","219.08698","219.08728","219.08728","219.08728","219.08728","219.08728","219.08728","219.08728","219.08728","219.08728","219.08707","219.08717","219.08707","219.08728","219.08728"
"339",339,"334","8.112","219.78975","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3255.61","190715_Smp_FK180310S62C1-DCM_A","219.78975:227837 220.7931:1460154 221.79646:171984","","219.78975","219.78975","219.78975","219.78975","219.78975","219.78975","219.78975","219.78975","219.7894","219.78975","219.78975","219.78975","219.78975","219.78975","219.78975","219.78969","219.78975","219.78975","219.78967","219.78975","219.78963","219.78975","219.78975","219.78955","219.78975","219.78952","219.78975","219.78976","219.78975","219.78935","219.78975","219.78975","219.78975","219.78975","219.78954","219.78975","219.78947","219.78975","219.78975","219.78975","219.78975","219.78975","219.78975","219.78975","219.78975","219.78975","219.78975","219.78975","219.78975","219.78975"
"340",340,"335","8.16","220.78644","Unknown","[M-H]-","","0.74","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","17735.59","190715_Smp_FK180310S80C1-DCM_A","220.78644:1735972 221.78979:152901 222.79315:537076","","220.78624","220.78644","220.78651","220.78658","220.78662","220.78653","220.78659","220.78633","220.78633","220.78651","220.78644","220.78644","220.78642","220.78624","220.78641","220.78642","220.78645","220.78644","220.78632","220.78651","220.78633","220.78636","220.78635","220.78638","220.78633","220.78644","220.78644","220.78639","220.78632","220.78636","220.78654","220.78639","220.78632","220.78636","220.78639","220.78645","220.78647","220.78644","220.78638","220.78651","220.78644","220.78644","220.78644","220.78644","220.78644","220.78644","220.78644","220.78644","220.78644","220.78644"
"341",341,"336","7.97","222.76456","Unknown","[M-H]-","","0.6","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7784.98","190715_Std_H2OinMatrix_2","222.76456:919141 223.76791:0 224.77127:744653","","222.76462","222.76457","222.76456","222.76469","222.76456","222.76456","222.76456","222.76453","222.76482","222.76474","222.76456","222.76456","222.76456","222.76463","222.76476","222.76448","222.76471","222.76456","222.76456","222.76456","222.76443","222.76451","222.76448","222.76439","222.76442","222.76456","222.76479","222.76463","222.76456","222.76456","222.76469","222.76456","222.76468","222.76456","222.76447","222.76456","222.76456","222.76456","222.76466","222.76456","222.76456","222.76456","222.76443","222.76453","222.76495","222.76456","222.76468","222.76425","222.76469","222.76456"
"342",342,"337","7.518","222.76468","Unknown","[M-H]-","","0.68","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5102.43","190715_Poo_QC-KM1906_F","222.76468:767465 223.76803:0 224.77139:502281","","222.76468","222.76468","222.76468","222.76468","222.76468","222.76465","222.76474","222.76443","222.76457","222.76471","222.76454","222.76479","222.76472","222.76468","222.76443","222.76465","222.76457","222.76448","222.76459","222.76463","222.7646","222.76454","222.76447","222.76454","222.76474","222.7646","222.76453","222.76456","222.76448","222.76463","222.76468","222.76447","222.76471","222.76453","222.7645","222.76468","222.76453","222.76439","222.76456","222.76468","222.76468","222.76468","222.76468","222.76468","222.76468","222.76468","222.76468","222.76456","222.76468","222.76454"
"343",343,"338","9.556","222.81458","Unknown","[M-H]-","","0.92","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","11173.53","190715_Poo_TruePooFK180310_DDAneg20","222.8149:1030233 223.81825:234873 224.82161:2288365","51.50409:7620 54.73458:6995 67.10132:6989 69.33633:7508 70.18468:6384 75.8029:7219 76.45969:7286 76.87733:8191 76.92401:6959 86.92726:7509 89.38621:7261 95.96079:7338 101.08479:6462 109.04284:8739 112.48156:6679 128.89122:1286222 130.88835:17099 137.67584:7092 144.86888:13744 146.86595:36571 146.87163:7648 152.12671:6911 161.036:8672 165.31406:7081 168.92989:7738 171.81969:8614 173.67355:7241 182.97141:7525 222.81433:133942","222.81471","222.81468","222.81468","222.81494","222.8149","222.81488","222.81485","222.81464","222.81474","222.81485","222.81473","222.81485","222.8148","222.81464","222.81467","222.81487","222.81474","222.81476","222.81474","222.81476","222.81459","222.81473","222.81476","222.81409","222.81473","222.8148","222.81479","222.81474","222.81461","222.81468","222.81473","222.81464","222.81459","222.81461","222.81456","222.81461","222.81471","222.8147","222.81471","222.81476","222.81458","222.81458","222.8147","222.81458","222.81458","222.81458","222.81467","222.81456","222.81477","222.81459"
"344",344,"339","19.697","222.91476","Unknown","[M-H]-","","0.42","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","47.69","190715_Poo_TruePooFK180310_DDAneg20","222.91487:1059692 223.91822:0 224.92158:0","50.36813:6912 54.08416:7706 56.16184:6302 56.22291:7233 74.99261:16052 76.46578:6973 76.9902:7317 77.47718:7032 90.97029:42124 91.33215:7884 100.59057:9028 103.40243:7124 140.96483:15019 152.77989:9235 156.94234:491637 174.52206:7548 174.95316:19659 182.92239:9817 182.95493:25985 200.9328:18832 222.91466:794648","222.91476","222.91476","222.91476","222.91476","222.91487","222.91476","222.91473","222.91476","222.91476","222.91496","222.91469","222.91476","222.91478","222.91476","222.91476","222.91476","222.91476","222.91481","222.91476","222.91463","222.91466","222.91476","222.91473","222.91495","222.91475","222.91466","222.9147","222.91476","222.91457","222.91457","222.91466","222.91476","222.91476","222.91476","222.9146","222.91476","222.91479","222.91454","222.91476","222.91476","222.91476","222.91476","222.91476","222.91476","222.91476","222.91476","222.91476","222.91476","222.91476","222.91476"
"345",345,"340","7.566","224.76268","Unknown","[M-H]-","adduct linked to 383_[M+Cl]-","0.46","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4451.2","190715_Poo_QC-KM1906_F","224.76268:559932 225.76603:0 226.76939:182317","","224.76268","224.76268","224.76253","224.76268","224.76268","224.76268","224.76268","224.76268","224.7625","224.76273","224.76242","224.76276","224.76268","224.76256","224.76268","224.76268","224.76251","224.76259","224.76224","224.76274","224.7623","224.76241","224.76268","224.76268","224.76251","224.76248","224.76253","224.76247","224.76248","224.76268","224.76268","224.76268","224.76268","224.76254","224.76233","224.76268","224.76268","224.76247","224.76268","224.76268","224.76268","224.76268","224.76268","224.76268","224.76268","224.76268","224.76268","224.76268","224.76268","224.76263"
"346",346,"341","9.602","224.81172","Unknown","[M-H]-","","0.92","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","24387.88","190715_Poo_TruePooFK180310_DDAneg20","224.81206:1973983 225.81541:489533 226.81877:1844957","52.85176:6361 56.00959:6443 57.656:7463 58.55767:6263 59.4287:6520 60.04729:7076 60.77746:7400 65.40136:6992 71.12653:7339 72.52365:7368 74.84311:6531 79.24596:7315 79.56879:7301 81.01875:6780 93.41728:6934 128.89122:435278 130.88834:599778 146.86607:15362 148.86285:10086 155.85286:6785 164.99617:7140 224.81157:115572","224.81184","224.8118","224.81181","224.81198","224.81206","224.81201","224.81203","224.81172","224.81184","224.812","224.81184","224.812","224.81197","224.81178","224.8118","224.81207","224.81183","224.8119","224.81186","224.81195","224.81178","224.81183","224.8119","224.8116","224.81186","224.8119","224.81195","224.81184","224.81175","224.81177","224.81186","224.81181","224.81186","224.81177","224.81172","224.81178","224.81181","224.81186","224.81186","224.8118","224.81172","224.81172","224.81184","224.81171","224.81172","224.81172","224.81181","224.81168","224.8119","224.81172"
"347",347,"342","9.556","226.80887","Unknown","[M-H]-","","0.92","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","18445.64","190715_Std_4uMStdsMix1InMatrix_2","226.80887:2745956 227.81222:548783 228.81558:1077247","","226.80901","226.80901","226.80893","226.80905","226.80917","226.80914","226.80919","226.80879","226.80898","226.80907","226.80899","226.80914","226.80905","226.80891","226.80901","226.80914","226.80898","226.80901","226.80902","226.80899","226.80894","226.80902","226.80901","226.80893","226.80898","226.80899","226.80908","226.80902","226.80885","226.80905","226.80899","226.80887","226.80904","226.80898","226.80878","226.80888","226.80898","226.80899","226.80898","226.80896","226.80887","226.80887","226.80894","226.80887","226.80887","226.80887","226.80896","226.80879","226.80901","226.80882"
"348",348,"343","8.366","226.80899","Unknown","[M-H]-","","0.44","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4140","190715_Smp_FK180310S62C1-25m_A","226.80899:753726 227.81234:170119 228.8157:439988","","226.80899","226.80899","226.80887","226.80913","226.80899","226.80899","226.80899","226.80893","226.80901","226.80908","226.80899","226.80899","226.80908","226.80899","226.80885","226.80911","226.80899","226.80888","226.80899","226.80899","226.80899","226.80893","226.80899","226.80899","226.80904","226.80899","226.80907","226.80908","226.80875","226.80894","226.80891","226.80899","226.80899","226.80887","226.80873","226.80899","226.80888","226.80899","226.80894","226.80916","226.80899","226.80899","226.80899","226.80899","226.80899","226.80899","226.80899","226.80899","226.80899","226.80899"
"349",349,"344","9.663","226.90689","Unknown","[M-H]-","","0.72","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1455.57","190715_Poo_QC-KM1906_D","226.90689:237012 227.91024:49291 228.9136:216979","","226.90672","226.90689","226.90715","226.9072","226.90689","226.90724","226.90689","226.90694","226.90697","226.90721","226.9073","226.90717","226.90717","226.90685","226.90718","226.90718","226.90686","226.90704","226.90689","226.90689","226.90689","226.9071","226.90694","226.90689","226.907","226.90689","226.90707","226.90697","226.90707","226.90692","226.90697","226.90689","226.90689","226.90691","226.907","226.90689","226.90697","226.90695","226.90694","226.90692","226.90689","226.90689","226.90677","226.90677","226.90689","226.90689","226.90691","226.90714","226.90686","226.90695"
"350",350,"345","13.332","227.33304","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.57","190715_Smp_FK180310S77C1-25m_B","227.33304:780962 228.33639:0 229.33975:0","","227.33458","227.32935","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.3331","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.34419","227.33304","227.31966","227.33304","227.33304","227.33929","227.3418","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.33739","227.3356","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304","227.33304"
"351",351,"346","9.626","228.90405","Unknown","[M-H]-","","0.66","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1658.16","190715_Std_4uMStdsMix2InMatrix_2","228.90405:217573 229.9074:62060 230.91076:85805","","228.90407","228.90411","228.90425","228.90419","228.90405","228.90405","228.9048","228.90375","228.90414","228.9041","228.90405","228.90446","228.90399","228.90442","228.90405","228.90442","228.90399","228.90421","228.90405","228.90405","228.90405","228.90411","228.90405","228.90405","228.90402","228.90405","228.90456","228.90448","228.90395","228.90437","228.90421","228.90405","228.90405","228.90413","228.90388","228.90405","228.90436","228.90424","228.90462","228.90428","228.90405","228.90405","228.9041","228.90405","228.90405","228.90405","228.90399","228.90405","228.90422","228.90402"
"352",352,"347","9.738","231.0874","Unknown","[M-H]-","adduct linked to 315_[M-H2O-H]-","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.6","190715_Poo_QC-KM1906_F","231.0874:230890 232.09075:59367 233.09411:216423","","231.0874","231.0874","231.0874","231.0874","231.08746","231.08743","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.08742","231.0874","231.08722","231.0874","231.0874","231.08731","231.0874","231.0874","231.0874","231.08768","231.08736","231.0874","231.0874","231.0874","231.08719","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874","231.0874"
"353",353,"348","13.542","232.87433","Unknown","[M-H]-","","0.82","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13492.53","190715_Poo_TruePooFK180310_DDAneg20","232.87445:1227279 233.8778:0 234.88116:0","57.2503:6259 57.86571:8409 63.97682:6954 65.29061:6593 74.57682:6655 96.95904:104112 120.03912:8521 138.69949:8187 145.62181:6912 149.18385:7205 152.91678:281621 155.90942:7231 159.62485:7143 170.92761:7583 215.09261:10503 219.41646:64672 232.87433:876696 233.1031:13108 233.15483:10428 233.19139:11108","232.87439","232.8743","232.87421","232.87445","232.87445","232.87447","232.87453","232.87425","232.8743","232.87447","232.87451","232.87445","232.87433","232.87416","232.87418","232.87444","232.87427","232.87425","232.87408","232.87433","232.87424","232.87433","232.87451","232.87433","232.87416","232.87439","232.8743","232.87419","232.87411","232.87439","232.87439","232.87439","232.87433","232.8831","232.87421","232.87433","232.87437","232.87454","232.87433","232.87453","232.87433","232.87433","232.87427","232.8741","232.87433","232.87433","232.87428","232.87425","232.87454","232.87415"
"354",354,"349","8.998","232.92462","Unknown","[M-H]-","","0.34","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.61","190715_Smp_FK180310S62C1-DCM_B","232.92462:195456 233.92797:0 234.93133:52230","","232.92462","232.92462","232.92462","232.92462","232.9248","232.92465","232.92471","232.92462","232.92462","232.92497","232.92462","232.92462","232.92462","232.92462","232.92462","232.92479","232.92462","232.92462","232.92462","232.92426","232.92462","232.92462","232.92465","232.92459","232.92462","232.92462","232.92447","232.92468","232.9247","232.92482","232.92462","232.92461","232.92461","232.92462","232.92462","232.92451","232.92462","232.92462","232.92441","232.92462","232.92462","232.92462","232.92462","232.92462","232.92462","232.92462","232.92462","232.92462","232.92462","232.92462"
"355",355,"350","9.282","236.11398","Unknown","[M-H]-","similar chromatogram in higher mz_407","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","222.74","190715_Poo_QC-KM1906_F","236.11398:138684 237.11733:0 238.12069:0","","236.11398","236.11394","236.11412","236.11398","236.11398","236.11398","236.11398","236.11398","236.11404","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398","236.11417","236.11424","236.11365","236.11398","236.11398","236.11398","236.11369","236.11374","236.114","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398","236.11386","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398","236.11398"
"356",356,"351","14.227","238.89125","Unknown","[M-H2O-H]-","adduct linked to 377_[M-H]-","0.7","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1722.35","190715_Smp_FK180310S80C1-25m_A","238.89125:1785611 239.8946:109334 240.89796:550809","","238.89125","238.87903","238.87866","238.89125","238.87909","238.8793","238.87895","238.89125","238.89125","238.8914","238.87854","238.87903","238.87881","238.87851","238.87878","238.87895","238.87872","238.87865","238.89192","238.87886","238.89125","238.87857","238.89177","238.89125","238.87866","238.89125","238.87895","238.89127","238.87886","238.87881","238.89136","238.89125","238.89125","238.87897","238.89125","238.89125","238.89125","238.89201","238.89125","238.87897","238.86992","238.89125","238.89174","238.87851","238.87006","238.89125","238.87869","238.87883","238.89125","238.87872"
