"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","File type","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample","Sample"
"310","8.218","211.78603","Unknown","[M-H]-","","0.56","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2329.31","190715_Poo_QC-KM1906_F","211.78603:233512 212.78938:0 213.79274:537489","","837.6","3420.7","4264.9","4670.2","375.4","295.5","263.7","2637.7","1466.3","2066.1","453.3","375.8","142","1981.9","1665.7","2645.5","378.3","2221.5","1726.1","1619","313.9","885.6","2049.1","1822.7","874.7","1857.4","2290.7","1979","2150.7","672.1","196.5","593.7","775.1","1673.1","1965.5","2042.1","1689","196.8","635.6","789.2","0","0","1979.2","2211.3","0","0","2143.4","2809.6","2331.8","3840.7"
"311","3.079","212.07474","Unknown","[M-H]-","","0.32","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.96","190715_Poo_QC-KM1906_E","212.07474:20413336 213.07809:2278074 214.08145:855140","","2.9","1.1","20.9","4.7","10.4","18.9","43.5","4.9","0.3","0.8","0.7","0.8","0.5","2.2","4.2","1.2","1.6","1.2","1.8","0.9","3.1","4","0.5","3.5","0.8","2.4","3.7","0.3","3","0.9","1.1","2.8","3.9","1.2","4.1","2.3","0.9","1.2","2.6","1.9","1.7","0.9","5.3","2.2","1.4","2.4","0.6","2","1","2.4"
"312","5.492","212.0748","Unknown","[M-H]-","","0.32","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.88","190715_Poo_TruePooFK180310_Full2","212.0748:13580131 213.07815:1165968 214.08151:531344","","2.3","4.9","2.3","4.7","2","0.6","6.4","4.2","6.5","0.4","0.5","18","0.4","0.6","0.7","1","1","0.6","0.3","0.9","0.2","3.9","3.6","2.2","1.4","1.4","3.8","5.5","1.1","1.3","2.5","1.5","1.4","1.3","2.4","2.2","0.9","1.5","1.2","1.4","3.8","0.4","7","0.7","4.4","0.2","2.4","1.2","1.8","1.2"
"313","3.094","212.83452","Unknown","[M-H]-","ion correlated with 319","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3261.15","190715_Poo_QC-KM1906_F","212.83452:1490756 213.83787:0 214.84123:1840151","","0","52.4","58.4","131.5","1.4","1.4","1.5","1.5","0","1.7","1.6","0.9","0.7","1.8","0","1.5","0","0","1.4","5513.2","0","0","0","0","0","0","1.7","0","1.7","0","0","0","0","0","1.7","0","0","0","0","0","0","7.3","8849.3","41.1","0","0","12200.8","60.1","8934.7","23.8"
"314","8.442","212.93967","Unknown","[M-H]-","","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","788.66","190715_Smp_FK180310S62C1-DCM_B","212.93967:203620 213.94302:0 214.94638:82268","","1.6","4.2","2.1","1.2","3.1","3.4","1.4","1.1","1.7","2.5","2.3","3.1","2.6","2.2","2.2","0.8","1.3","1.4","1965.5","13.6","4072.4","1.7","14.1","2331.1","1022.4","3.3","4.6","6","1.5","1.3","0","17.6","1.7","1.3","1.1","11.8","3.8","2.2","4","3.4","2.6","0","1.7","1.9","2.1","3.6","1.7","2.3","0","2.4"
"315","9.173","213.07808","Unknown","[M-H2O-H]-","adduct linked to 347_[M-H]-","0.26","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.31","190715_Poo_QC-KM1906_E","213.07808:889286 214.08143:355350 215.08479:140317","","4.5","3.1","5.1","5","6.1","1.5","0.1","1","0.8","3.9","0.2","0.1","0.1","0.4","0.1","0.3","0.2","2.2","0.6","1.8","0","0.6","1.6","2.7","1.8","2.6","2","6.8","3.8","1.6","2.1","0","0","3.8","0.7","1.8","1.8","2.5","0.7","0","1.7","1.2","0","2.9","2.1","1.2","3.6","0.1","14.1","1.3"
"316","8.13","213.78372","Unknown","[M-H]-","similar chromatogram in higher mz_318","0.84","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3619.69","190715_Poo_QC-KM1906_F","213.78372:443215 214.78707:74129 215.79043:316093","","2092.2","6031.1","8450.2","8864.3","5.8","40.6","11.3","4251.2","12.3","4152.4","15.6","6.2","14","4473.2","3524.6","5504.7","3082.7","3716.9","4526.4","3745.4","3238.2","1859.8","3223.1","3654.5","3728.1","1436.5","3618.6","3942","3948.9","2951.3","3153.7","4326","3544.9","103.6","3213.6","4540.4","3224.9","2855.8","3503.6","3200.7","0","0","162.4","4538.3","11.8","0","4445.9","4527.6","4598.8","8260.1"
"317","11.129","214.04849","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2944.35","190715_Poo_QC-KM1906_F","214.04849:351706 215.05184:0 216.0552:0","","0","4874.3","2.9","7.4","2.2","5.5","2.7","8.6","2.9","3.6","2.2","1.8","1.2","2.9","2.6","4.2","2.9","2.7","1691.5","2.3","2479.6","3.1","2.6","3.1","3.2","3.5","2.3","8.1","5.6","2.4","2.7","4.1","3.6","5.6","3.6","2.8","2.8","0","8.8","2.4","0","0","4290.9","2314.2","0","0","3624.8","2918.8","3875.4","3366.7"
"318","8.496","214.78288","Unknown","[M+Cl]-","adduct linked to 242_[M-H]-","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4198.29","190715_Std_H2OinMatrix_1","214.78288:688865 215.78623:151490 216.78959:642447","","2716.5","279.2","425.1","1239.2","362","299.6","153.8","0","0","1236.5","150.7","151.5","63","914.6","227.5","1563.6","0","327.2","238.3","0","0","164.6","727.4","0","0","0","74.8","448.7","1473.8","0","0","190.6","0","563.7","777.5","273.2","265.4","255.9","142.9","0","0","258.7","11712.9","1388.9","0","0","11659","1942.3","13777.3","1366.3"
"319","3.097","214.83252","Unknown","[M-H]-","ion correlated with 313","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3989.01","190715_Poo_QC-KM1906_F","214.83252:1581793 215.83587:0 216.83923:608514","","0","54.3","89","72.6","1.5","0","1.5","0","1.6","0","1.6","1.1","0.6","0","0","1.7","0","0","0","6388.4","0","1.7","0","0","0","0","0","1.6","0","1.8","0","0","0","1.9","1.7","0","1.8","0","0","0","0","1541.1","10643","49.3","0","1.3","15141.3","50.6","9819.4","30.3"
"320","9.545","214.85866","Unknown","[M-H]-","","0.9","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2449.22","190715_Std_H2OinMatrix_2","214.85866:432166 215.86201:72926 216.86537:170334","","5315.1","21.5","18.7","11.5","33.4","30","23.3","21","26.8","5446.7","19.7","33.2","30.5","745.4","3731.7","4673.2","6028.7","4852.6","2887.3","2707.3","1399","4721.4","4122.1","1085.3","5628.5","3419","5873.2","16.1","5743.8","5254.8","27.1","2606.7","12.2","25.7","27.9","17.4","5291.7","4807.6","4195.9","15.7","3.1","0","5051.8","38.9","0","0","22.8","7555.3","6595.6","21.6"
"321","4.891","215.83719","Unknown","[M-H]-","","0.58","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3602.9","190715_Std_4uMStdsMix2InMatrix_2","215.83719:615449 216.84054:0 217.8439:277682","","8.6","8776.3","7278.7","10433.6","8.4","10.3","11.5","2469.9","28.3","3039.7","4.9","16.8","3.9","28.3","10.4","11.6","1990.1","2395","1426","1550.7","2163.1","2279.7","25.7","12","30.1","21.4","1193","29","3794.4","17.3","42.4","0","9.9","2416.7","3668.9","2382.1","1338.2","20.6","1407.1","837.2","1896.8","3180.9","172.6","6681.9","5468.6","8393.8","11112.6","29.6","25.7","6848.6"
"322","8.24","216.79079","Unknown","[M-H]-","similar chromatogram in higher mz_335","0.88","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9119.67","190715_Smp_FK180310S80C1-DCM_B","216.79079:989346 217.79414:167682 218.7975:2268859","","4754.1","1240.1","15.8","9.6","17.7","60.3","48.1","15119.6","7079.6","14867.4","24.3","13.6","68.5","4161.1","3590.4","6282.1","7330.2","88.1","13676.7","16506.5","11460.3","12783.3","19299.5","8524.4","8914.8","14937.5","15687","15011.6","18322","11332.3","9610.8","16193.6","14718.4","14993.7","71","15854","14393.8","17986.3","19786.9","11570","0","5","10502.4","11.8","0","0","11084.5","7.3","12516.7","809.7"
"323","9.59","216.85591","Unknown","[M-H]-","","0.82","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1029.91","190715_Std_4uMStdsMix2InMatrix_2","216.85591:196796 217.85926:38068 218.86262:71490","","3.4","4.6","12","10.1","13.4","10","14.3","9.6","11.7","8.4","2.7","14.3","12.1","2195.9","1994.1","2137.6","13.4","2220","1379.1","1272.5","3.7","2220.4","5.5","1.7","5.4","1820.5","2986.3","6.1","4.6","2454.5","2347.6","1342","847.4","10.1","10.2","1665.5","10.7","2452.6","4.6","10","0","0","2595.7","3527.5","0","0","2616.6","3935.9","15.5","16.3"
"324","13.652","216.9091","Unknown","[M-H]-","","0.84","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","68245.35","190715_Poo_TruePooFK180310_DDAneg35","216.90933:8549596 217.91268:589472 218.91604:2099801","78.04585:6933 79.95618:13630 81.15559:7648 90.2011:7954 96.67805:7608 96.95903:836479 116.92744:22807 125.88266:8464 136.93916:2982670 154.94997:35179 179.13989:7446 199.09668:9401 199.85088:23270 216.89674:417226 216.91463:17390","29.1","297964.7","991.6","927.3","512.5","706.3","35.3","1137.8","1516.3","380.2","47.4","601.5","715.7","41","1516.7","1022.1","1204.3","141588.9","171940.9","134196.8","20080.3","981.6","788.6","2118.9","939.8","1387.3","975.1","337.6","104.3","2134.1","581.7","139143.9","61167.2","1174.3","220028.1","856.6","860.5","788.4","743.5","977.4","1.8","1.6","218328.2","315016.9","2","0","231692","304330.4","267076.5","321294.7"
"325","13.17","216.90912","Unknown","[M-H]-","","0.72","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","59548.45","190715_Poo_TruePooFK180310_DDAneg20","216.90935:3285863 217.9127:355162 218.91606:403921","59.48956:8301 60.84418:7214 63.23378:7185 63.77106:7694 65.49208:6950 77.09927:7087 79.47519:7633 81.00856:6673 84.35681:8455 89.34187:7243 96.95901:739212 98.86648:8532 102.53477:7261 110.07852:8363 113.85681:10058 114.52541:7563 115.23029:8944 116.92737:14766 129.25577:7535 129.35767:7080 136.93915:1629573 154.94983:17964 160.722:9193 188.8284:8112 196.90736:10534 199.8503:49159 216.85378:93123 216.89668:1363403 216.90707:49180 217.07196:11224 217.10805:29118","1.6","310692.4","1169.7","210102.5","219.2","1101.7","823.1","68.1","1519.7","721.8","966.6","1179.4","178","0","2313.4","1061.2","60.3","174406.5","196409.8","47.1","7122.7","209755","832.4","70.7","1849.3","1821.5","2230.2","498025.9","922.7","1503.7","333","10979.9","243383.4","966.8","1908.4","52.4","1055.5","28770.2","735","898.8","0","0","2.2","0","0","0","231692","0","2.1","0"
"326","8.777","217.04811","Unknown","[M-H]-","","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1360.49","190715_Smp_FK180310S80C1-25m_B","217.04811:547630 218.05146:47768 219.05482:228942","","1841.1","0.7","8.1","0.6","2.9","1.3","3.6","6.4","4301.3","10.5","0.2","4.9","2.6","2661.4","1688.1","6.7","6.5","3.5","8.9","20.2","11.1","13.1","6.8","6584.5","8.6","15.4","5.9","18.2","2465.5","3.1","2929.7","5.1","1935.3","9.7","6.4","17.7","10","4.8","6.2","22.1","1.1","0","3.6","0.8","0","0","3.7","1.5","3.6","0.5"
"327","5.036","217.83551","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1529.96","190715_Std_4uMStdsMix2InMatrix_2","217.83551:265357 218.83886:0 219.84222:0","","0","1150.8","2948.6","4704.4","0","3","3.8","4.4","4.2","1312.9","3.1","2.1","1.9","4.6","0","0","4.3","6.3","3.5","3.4","4.3","4.3","7.4","0","9.7","3.8","4.6","0","9.8","4.2","14","0","0","4","4.7","4.7","6.8","0","10","0","7","7.7","2306","39.3","23.8","11.9","22.9","6.1","10.3","2825.6"
"328","13.598","217.89713","Unknown","[M-H]-","","0.58","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9744.17","190715_Std_4uMStdsMix1InMatrix_2","217.89713:1775192 218.90048:2342616 219.90384:211213","","1646","89.7","51.7","221.1","156.3","27.3","23.5","16900.8","11.6","18193.9","12.4","41.6","22.1","180.2","3716.5","228.6","3800.8","75","114.9","99.6","14.5","21.8","15.1","5941.9","4233.7","4928.5","9.5","5005.1","10.7","20559.9","120.1","8876.3","34.2","15844.1","14.4","12347.5","7778.8","76.8","13795.8","19779.5","3","0","23942.9","35503.8","0","0","316.1","33447.2","25933.3","460"
"329","8.203","218.78864","Unknown","[M-H]-","","0.82","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","23327.53","190715_Smp_FK180310S80C1-DCM_A","218.78864:2227859 219.79199:244560 220.79535:1818568","","8092.4","3","8012.9","8295.1","32.3","0.7","7.1","36226.2","16243.1","32980.7","26.4","27.1","141.7","9405.5","6694","14192.3","18737.1","39070.4","33025.6","38553.5","27223.2","29325.2","42991.2","23256.9","23301.8","34636.6","37517.1","34337.2","39558.8","27318.1","21775.7","38399.3","36503.8","34428","33051.7","38954.1","33750.8","44557.2","42415.1","27100.2","2.9","0","4736.6","0","0","2.3","5354.6","8","6197.6","5.8"
"330","13.523","218.90491","Unknown","[M-H]-","","0.8","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13003.78","190715_Smp_FK180310S64C1-25m_C","218.90491:4362130 219.90826:0 220.91162:0","","145","6236","32524.5","76.3","2.3","89.5","118.9","113.3","190.1","170.6","131.9","23.4","62","124.6","9.6","32181","37461.8","56.9","107.6","4.9","2491.8","27089.4","35.6","32.5","242.5","55.5","27097.2","146","13.7","83.1","12539.1","4818.6","52.4","107.5","39863.8","1497.3","31275.7","85.2","21390","30816.8","0","0","35721.8","47011.8","0","0","35356.9","49376.6","43390.1","233.1"
"331","8.71","219.04523","Unknown","[M-H]-","","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","557.4","190715_Smp_FK180310S80C1-25m_B","219.04523:185857 220.04858:0 221.05194:35224","","0.9","0.9","3.2","4.7","1.7","1.3","0.8","0.8","1569.9","2.4","0.7","0.9","1.1","726","3.1","3.4","3.9","1.9","1957.4","8.5","7.8","2.8","6","3.7","8.1","5.7","7.4","11.1","2.7","1.2","4.8","1202.9","3.6","5.9","8.3","3717.1","3.8","0.3","1892.7","5","0","0","1.3","1.4","0","0","1.2","1.5","1.6","0"
"332","10.47","219.05101","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","306.57","190715_Poo_QC-KM1906_F","219.05101:950685 220.05436:120822 221.05772:124796","","0.7","26.3","26.4","31.1","0.7","0.5","0.6","879.8","1.4","0.5","0.6","0.9","0.8","0.3","0.7","1.4","7.9","2","1.1","0.8","0.6","0.8","9.6","9.5","8.4","0.6","1.4","0.7","1.4","0.6","1","0.9","0.8","0.6","1","3507.1","1.2","1","0.7","1.2","0","0","18.2","16.7","0.6","0","13","14.1","19.2","11.3"
"333","9.76","219.08728","Unknown","[M-H]-","","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.08","190715_Std_4uMStdsMix2InH2O_1","219.08728:1220658 220.09063:91302 221.09399:0","","0.2","0.7","1.5","0.1","7","5.9","4.6","2.4","2.9","1.7","1.1","6.5","2.1","0.1","1.1","1.6","0.5","4.4","1.8","0.2","5.3","0.2","4.3","4","2.7","3.4","4.1","5.1","3.3","3.8","2.9","1.2","4.3","4.4","4.6","1.1","3","2.6","0.3","0.9","1","1","1.5","1.5","39.2","32.6","23.5","17.8","1.1","0.7"
"334","8.112","219.78975","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3255.61","190715_Smp_FK180310S62C1-DCM_A","219.78975:227837 220.7931:1460154 221.79646:171984","","741.3","0","838.3","521.4","366.2","307.3","750.5","4120.7","1582.8","3085.5","516.6","477.8","356.8","536.5","366","1990.5","1951.1","4711.9","4314.4","4324.6","2942.8","3125.1","5553.4","2588.1","2566.7","4072.2","4109.1","3762.6","5033.5","3170.7","2300.5","4291.5","4350.1","3344","3874.3","4123.6","3188.7","4929.4","5410.5","3377.4","247.2","0","0","0","234.4","0","0","0","162.6","0"
"335","8.16","220.78644","Unknown","[M-H]-","","0.74","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","17735.59","190715_Smp_FK180310S80C1-DCM_A","220.78644:1735972 221.78979:152901 222.79315:537076","","5346.8","114.9","33.7","6070.2","6.6","3.2","10.5","28643.5","12123.7","24347.2","66.5","114.6","20.8","6921.6","5317","10796.7","13865.8","29608.5","24744.4","30957.4","21205","23406.6","33060.8","18052.6","19345.8","26234.1","28660.3","25611.4","31003.6","20700.9","14579.7","30278.6","29202.9","130.1","26594.9","29678.1","25201.1","170.6","33018.1","21264.2","0","6.3","18.8","78.5","8.5","7.6","84.5","15.1","16.1","129.3"
"336","7.97","222.76456","Unknown","[M-H]-","","0.6","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7784.98","190715_Std_H2OinMatrix_2","222.76456:919141 223.76791:0 224.77127:744653","","3161.5","15510.5","9326","12835.2","85.7","57.8","7.3","8.2","6058.2","4140.6","44.1","59.3","153.2","10017.2","5408.6","5841.1","5921.8","285","50.1","709.4","13209.7","2566.9","4385.2","11611.8","4589.4","706","12653.7","10954.5","684.5","499.4","3410.3","668.3","11875.5","624.4","1592","516.7","185.9","12569.3","4003.1","27.1","19.3","0","7260.2","10692.1","830.2","75.6","8037","8341.2","8355.3","18382.8"
"337","7.518","222.76468","Unknown","[M-H]-","","0.68","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5102.43","190715_Poo_QC-KM1906_F","222.76468:767465 223.76803:0 224.77139:502281","","0","0","21.8","2188.7","35.5","12.8","8.4","25.4","9302.6","11439","10.3","89.7","108.3","131.2","7638.1","2882.9","7191.2","1328.4","10342","7.2","3559.1","4896.9","13100.6","8639.4","9172.2","8878.1","13552.1","3890","2322.8","1900.1","162.9","7090.1","9725.4","3673.5","10873","22.4","789.5","2308.4","928.5","45.3","6.7","0","0","0","0","0","0","5481.3","0","10126.7"
"338","9.556","222.81458","Unknown","[M-H]-","","0.92","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","11173.53","190715_Poo_TruePooFK180310_DDAneg20","222.8149:1030233 223.81825:234873 224.82161:2288365","51.50409:7620 54.73458:6995 67.10132:6989 69.33633:7508 70.18468:6384 75.8029:7219 76.45969:7286 76.87733:8191 76.92401:6959 86.92726:7509 89.38621:7261 95.96079:7338 101.08479:6462 109.04284:8739 112.48156:6679 128.89122:1286222 130.88835:17099 137.67584:7092 144.86888:13744 146.86595:36571 146.87163:7648 152.12671:6911 161.036:8672 165.31406:7081 168.92989:7738 171.81969:8614 173.67355:7241 182.97141:7525 222.81433:133942","21005.6","29117.7","15312.3","12432.5","96.7","33","76.5","78.4","76.7","21.1","101.6","111.9","134.2","10215.8","14532.2","15971.3","96.3","14.2","8773.5","35.7","3465","13437","7.1","1425.7","21575.3","11311.4","18148.4","8138.6","18823","19672.9","20601.5","6886.4","5293.5","16.7","17551","55.3","25","17580","13131.3","68.1","0","1.5","31729.8","33700","0","0","26895.9","30877.9","32576.3","32752.3"
"339","19.697","222.91476","Unknown","[M-H]-","","0.42","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","47.69","190715_Poo_TruePooFK180310_DDAneg20","222.91487:1059692 223.91822:0 224.92158:0","50.36813:6912 54.08416:7706 56.16184:6302 56.22291:7233 74.99261:16052 76.46578:6973 76.9902:7317 77.47718:7032 90.97029:42124 91.33215:7884 100.59057:9028 103.40243:7124 140.96483:15019 152.77989:9235 156.94234:491637 174.52206:7548 174.95316:19659 182.92239:9817 182.95493:25985 200.9328:18832 222.91466:794648","76.6","1.1","0.9","3.3","38.4","5.2","54.8","1.2","66.2","60.1","5.5","8","63.7","0.8","1.8","3.8","1.8","97.7","2.8","51.3","47","2","12.8","5.4","54","58.2","38.8","2.5","26.6","97.5","48","2.8","0.7","0.1","36","1.2","90.2","31.1","2.5","0.6","1.1","0.8","1.1","0.9","1.3","0.8","2","1.1","1.3","1"
"340","7.566","224.76268","Unknown","[M-H]-","adduct linked to 383_[M+Cl]-","0.46","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4451.2","190715_Poo_QC-KM1906_F","224.76268:559932 225.76603:0 226.76939:182317","","0","0","7366.6","11198.6","12.2","35.3","33","83.4","2037","1916.9","27.5","56.4","15.1","7388.3","17.3","41.3","2041.4","9841.5","3107.7","1452.6","8184.8","4.3","64.8","42.7","3554.5","4852.5","10093.3","2171.7","12.4","63","26.5","16.4","69.9","8109.1","8084.8","1447.2","89","2391.4","34.6","25.1","0","0","153.3","0","0","0","138.1","10.2","142.3","7037.2"
"341","9.602","224.81172","Unknown","[M-H]-","","0.92","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","24387.88","190715_Poo_TruePooFK180310_DDAneg20","224.81206:1973983 225.81541:489533 226.81877:1844957","52.85176:6361 56.00959:6443 57.656:7463 58.55767:6263 59.4287:6520 60.04729:7076 60.77746:7400 65.40136:6992 71.12653:7339 72.52365:7368 74.84311:6531 79.24596:7315 79.56879:7301 81.01875:6780 93.41728:6934 128.89122:435278 130.88834:599778 146.86607:15362 148.86285:10086 155.85286:6785 164.99617:7140 224.81157:115572","51747.6","63814.9","163.3","24102.1","170.7","158.2","127.2","36140.5","35421.7","33488.7","184.8","232.5","264.2","40572.3","29354.2","30667.5","37452.5","28345.4","18013.5","16279","6684.2","100.2","25808.9","11.2","43526.8","20784","11.2","14724.9","35044.2","38468","40468.4","12511.4","9334.9","31509.6","33550.2","22723.4","38016.2","123.7","23634.3","29086.9","0","0","59873.6","64677.6","0","0","76.2","59135","108.4","65148.3"
"342","9.556","226.80887","Unknown","[M-H]-","","0.92","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","18445.64","190715_Std_4uMStdsMix1InMatrix_2","226.80887:2745956 227.81222:548783 228.81558:1077247","","33669.3","48019.4","23956.6","19916.2","166","130","118.3","28654.4","29545.1","27332.3","142.2","185","215.9","15469.6","132.6","25583","29862.1","50","14242","13341.2","5397.6","19619.6","20264.4","2477.8","33584.4","17982.5","27653.8","12375.2","92.6","31195","32831","11109.1","7507.9","24677","26828.8","18834.5","31950.4","27978.7","19430.4","24501.1","0","0","49848.6","309.5","0","0","42075.4","48782.6","224.2","236"
"343","8.366","226.80899","Unknown","[M-H]-","","0.44","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4140","190715_Smp_FK180310S62C1-25m_A","226.80899:753726 227.81234:170119 228.8157:439988","","497.6","0","11475.3","9471.4","15.2","14","3.4","6243.1","3812.3","22.2","5.2","1.8","10.4","228.6","22.9","6063.6","68.7","8.4","5.6","2.8","0.8","4915.3","3.9","2.7","7048.9","19.6","4809.1","2709.1","17","824","6961.6","5.5","2.9","5759.4","5462.6","26.8","6623.6","11.6","2536.5","6214.6","0","0","590.6","0","0","0","573.5","0","702.7","0"
"344","9.663","226.90689","Unknown","[M-H]-","","0.72","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1455.57","190715_Poo_QC-KM1906_D","226.90689:237012 227.91024:49291 228.9136:216979","","2292.2","4740.2","8","1403.2","34.8","13.7","7","1408.1","8.5","2632.1","11.2","14.4","15.4","1801","1101.4","1820.3","2423.4","2541.3","15.2","16.9","9.3","2236.7","1570.2","0","1781.2","13.5","12.8","830.2","12.3","1165.1","1775","13.8","6.8","2353.7","2526.4","20.3","1812.7","1548.3","8.1","1362.6","0","0","10.2","3713","0","0","2259.1","4049.6","7.9","1130.9"
"345","13.332","227.33304","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.57","190715_Smp_FK180310S77C1-25m_B","227.33304:780962 228.33639:0 229.33975:0","","7.8","5.2","2","0","0","1.3","0","1.5","16.6","0","0","0","0.3","0.6","2.9","0","7","0","1.3","14.2","0.7","5.8","7.9","2.4","18.4","14.2","0","1.8","2.7","22","3.4","1.5","7.7","5.2","3.3","1.1","3.6","6.2","17","4.3","0","1.4","0","1.9","0.4","1.5","0","0.6","0","1.9"
"346","9.626","228.90405","Unknown","[M-H]-","","0.66","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1658.16","190715_Std_4uMStdsMix2InMatrix_2","228.90405:217573 229.9074:62060 230.91076:85805","","1211.4","4126.5","1738.9","1496.9","59.9","40.6","10","1743.9","1783.3","2229.8","25.3","17.8","16","1498.8","29.7","1855.6","2413.9","2272","23.3","24.1","13.6","1848.7","1317.2","1.3","2250.4","24.9","2107.1","1031.4","2849.5","1490.8","1791.7","21.5","14.8","2372.1","2495.1","36.4","1505.3","6.8","1646.5","1627","0","0","7.8","18.6","8.3","0","10.5","4351.5","2948.6","646.3"
"347","9.738","231.0874","Unknown","[M-H]-","adduct linked to 315_[M-H2O-H]-","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.6","190715_Poo_QC-KM1906_F","231.0874:230890 232.09075:59367 233.09411:216423","","0.8","0.1","1.8","4.6","5.6","2","3.4","0.9","0.2","3.4","1.1","2.8","1.4","0.3","1.2","0.5","2.5","3.9","2.8","2.3","3.6","3.7","3.2","3.1","2.7","2.7","0.9","4.2","3.4","1.7","2.4","0.3","5.5","3.4","2.7","0.8","2.7","1.3","3.4","0.8","0.8","2.5","0.7","0.5","2.1","0.7","0.7","0.8","0.6","1"
"348","13.542","232.87433","Unknown","[M-H]-","","0.82","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13492.53","190715_Poo_TruePooFK180310_DDAneg20","232.87445:1227279 233.8778:0 234.88116:0","57.2503:6259 57.86571:8409 63.97682:6954 65.29061:6593 74.57682:6655 96.95904:104112 120.03912:8521 138.69949:8187 145.62181:6912 149.18385:7205 152.91678:281621 155.90942:7231 159.62485:7143 170.92761:7583 215.09261:10503 219.41646:64672 232.87433:876696 233.1031:13108 233.15483:10428 233.19139:11108","3644.6","3478.2","19052.9","27167.7","119.2","114.1","113.8","12978.9","17639.3","26680.5","87.3","19.3","49.4","15874.5","19896","2995.9","23620.4","21572","12248.1","63.7","8737.9","17.4","16397","55.7","27659.5","17729","23488.9","21518","25061.6","63.3","1120.2","2650","27.3","2873.4","99.6","261.8","22963.4","13533.4","8307.1","17455.7","0","0","22993.5","22036.3","0","6.9","23820.1","20200.6","25565.6","21599.5"
