"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49","NA.","NA..1"
"335",335,"330","13.523","218.90491","Unknown","[M-H]-","","0.8","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13003.78","190715_Smp_FK180310S64C1-25m_C","218.90491:4362130 219.90826:0 220.91162:0","","20630336","18342450","29188468","21849572","5214026","8684475","5125858","16932626","33060524","29826772","4659484","2728392","4563136","10092586","10305975","26082196","36886924","14338845","14379518","6219286","7045098","23005714","13547042","11037822","28708654","12449699","23601780","17309894","14845831","18981004","20662288","11668984","12239714","18133664","23698922","10083888","30651648","8755360","6814688","26958060","0","0","15179415","19386744","0","0","36252440","47971088","43790964","17985746","16797552","11419515.8971068"
"336",336,"331","8.71","219.04523","Unknown","[M-H]-","","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","557.4","190715_Smp_FK180310S80C1-25m_B","219.04523:185857 220.04858:0 221.05194:35224","","36807","35313","164861","657082","190067","100018","93653","382118","834819","625447","65193","143928","164928","213983","218803","322311","243965","117266","1364358","1880562","1066739","1344750","754709","849848","887115","667995","1524705","2126588","398529","45527","496411","1106730","452112","689799","1517758","3328812","1149930","65833","1997229","2299522","0","0","66443","54231","0","0","49634","58796","72559","0","618555.71953125","742009.070866764"
"337",337,"332","10.47","219.05101","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","306.57","190715_Poo_QC-KM1906_F","219.05101:950685 220.05436:120822 221.05772:124796","","52425","7860258","12794877","15030641","15668","9452","13002","488817","153040","32666","8276","28238","63396","26835","55166","118796","1087778","182933","133631","112844","47190","55703","1055243","986629","889855","45278","134862","54906","119503","43846","107343","104018","62593","48087","116030","2229650","97638","112691","82629","101042","0","0","8249556","4430278","44152","0","6836175","4486007","7077398","4359762","1604936.03935547","3367836.59882434"
"338",338,"333","9.76","219.08728","Unknown","[M-H]-","","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.08","190715_Std_4uMStdsMix2InH2O_1","219.08728:1220658 220.09063:91302 221.09399:0","","133281","107516","1113601","646238","1033072","576951","732519","1557927","2041069","2023413","303007","972444","589733","220686","1227955","2418177","1289369","2686526","1828887","722594","5485632","829303","2853742","3301126","1624213","2256282","2637603","3526557","1075832","2703982","1963168","2061021","4097048","2528414","3070766","1234961","1290229","1403658","1011725","1363488","972843","646250","1355856","384626","23170288","10974371","13822257","7824414","826538","263040","2575683.97640625","3917473.54448236"
"339",339,"334","8.112","219.78975","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3255.61","190715_Smp_FK180310S62C1-DCM_A","219.78975:227837 220.7931:1460154 221.79646:171984","","189080","0","179713","130328","175102","234728","405223","3759008","1048387","2107188","197658","396798","275086","196413","70256","1129400","1321485","4732530","3410434","2046417","1762158","2028535","4381872","1352233","1312484","2427754","4147126","2498195","5173638","2774376","1313237","2029810","3568716","2965158","3904365","4323191","2992890","5301590","5538466","3027310","44800","0","0","0","43356","0","0","0","25853","0","1698846.911875","1745184.80180575"
"340",340,"335","8.16","220.78644","Unknown","[M-H]-","","0.74","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","17735.59","190715_Smp_FK180310S80C1-DCM_A","220.78644:1735972 221.78979:152901 222.79315:537076","","3402857","1496769","6052238","6423240","2070206","1763135","2767327","35052536","15375262","31226312","1141741","3299753","2755822","6268504","4982819","9284979","13150032","36697916","27256856","33292402","26597702","28359556","42414020","19121382","24039806","28744948","34884944","29460966","39677956","25455038","17632488","33549264","30860596","33480080","32576668","35362788","30488510","42150232","40345008","24631038","0","44639","717713","932940","62310","54800","1937517","552183","850144","1673839","17408395.6308594","15046982.554864"
"341",341,"336","7.97","222.76456","Unknown","[M-H]-","","0.6","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7784.98","190715_Std_H2OinMatrix_2","222.76456:919141 223.76791:0 224.77127:744653","","6234245","12433901","8348046","11649572","404853","818797","329000","8725962","9184899","6839926","613751","1125854","1223615","12524234","7385782","8717621","7752632","7691014","2298823","14098688","13341949","4562366","13431307","10907592","7944739","9856128","17466088","10903518","8888144","6168004","7332826","11164496","15665474","8502436","5984740","7182102","7810688","12958837","9021106","1990499","59511","0","3995550","8581025","199417","453334","7352076","4493566","5371900","7883520","7157483.04820312","4544183.77912179"
"342",342,"337","7.518","222.76468","Unknown","[M-H]-","","0.68","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5102.43","190715_Poo_QC-KM1906_F","222.76468:767465 223.76803:0 224.77139:502281","","0","0","4283151","5308237","1099121","1416222","1637804","14004954","9463148","8729650","900590","2132002","3852644","2399438","4630998","7587920","5231818","4090844","11159606","6171678","7427466","9651058","11879332","5105884","8564752","8796246","12296824","5483170","7724298","5132198","6001190","5079712","7930336","5857186","9331514","2923859","3007257","4812064","2862636","3845612","59511","0","0","0","0","0","0","3300034","0","7652846","4776496.24695313","3774443.98153786"
"343",343,"338","9.556","222.81458","Unknown","[M-H]-","","0.92","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","11173.53","190715_Poo_TruePooFK180310_DDAneg20","222.8149:1030233 223.81825:234873 224.82161:2288365","51.50409:7620 54.73458:6995 67.10132:6989 69.33633:7508 70.18468:6384 75.8029:7219 76.45969:7286 76.87733:8191 76.92401:6959 86.92726:7509 89.38621:7261 95.96079:7338 101.08479:6462 109.04284:8739 112.48156:6679 128.89122:1286222 130.88835:17099 137.67584:7092 144.86888:13744 146.86595:36571 146.87163:7648 152.12671:6911 161.036:8672 165.31406:7081 168.92989:7738 171.81969:8614 173.67355:7241 182.97141:7525 222.81433:133942","23456902","29755462","10001541","8657626","5623528","4529247","3650616","5827979","6126478","6790292","4983578","4642186","3608700","11406647","7501354","8342624","8402955","5300406","2484743","2311931","845616","4689962","4509023","388706","8069415","3647040","6812752","2533547","6814906","6608496","7304808","1828004","1420270","5671075","6468021","3278897","7231001","5990302","4441122","4966044","0","48705","15273092","32238192","0","0","13586984","13571113","16019281","32761746","7608458.30484375","7608713.61846168"
"344",344,"339","19.697","222.91476","Unknown","[M-H]-","","0.42","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","47.69","190715_Poo_TruePooFK180310_DDAneg20","222.91487:1059692 223.91822:0 224.92158:0","50.36813:6912 54.08416:7706 56.16184:6302 56.22291:7233 74.99261:16052 76.46578:6973 76.9902:7317 77.47718:7032 90.97029:42124 91.33215:7884 100.59057:9028 103.40243:7124 140.96483:15019 152.77989:9235 156.94234:491637 174.52206:7548 174.95316:19659 182.92239:9817 182.95493:25985 200.9328:18832 222.91466:794648","23158218","119467","323217","322117","9421098","192708","5754422","71784","16194859","23389190","1378402","2688753","5241456","47403","401117","626168","217524","19063382","371482","12039540","10206302","397415","11057962","5067441","24730838","19877504","24470214","433549","14650668","18491706","12296358","924594","605054","94061","22090142","173585","13817229","11574932","435328","121345","63725","53735","64846","46045","76755","47449","230334","63783","74039","58867","6266362.24929687","8366974.05833219"
"345",345,"340","7.566","224.76268","Unknown","[M-H]-","adduct linked to 383_[M+Cl]-","0.46","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4451.2","190715_Poo_QC-KM1906_F","224.76268:559932 225.76603:0 226.76939:182317","","0","0","6573694","8613617","489884","1277756","915168","4903854","3907848","3432206","1442467","1506950","1139318","3928443","1509492","2768234","3042516","11137991","5705605","3280896","6754920","2192372","5506409","3976669","4062864","5019980","8320316","3515417","7023208","3970494","3214996","2429980","3026759","7194802","6617602","3024712","3461777","4123119","3149369","1550282","0","0","1599019","0","0","0","1687552","60498","1577383","4349860","3259725.9553125","2598139.51373771"
"346",346,"341","9.602","224.81172","Unknown","[M-H]-","","0.92","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","24387.88","190715_Poo_TruePooFK180310_DDAneg20","224.81206:1973983 225.81541:489533 226.81877:1844957","52.85176:6361 56.00959:6443 57.656:7463 58.55767:6263 59.4287:6520 60.04729:7076 60.77746:7400 65.40136:6992 71.12653:7339 72.52365:7368 74.84311:6531 79.24596:7315 79.56879:7301 81.01875:6780 93.41728:6934 128.89122:435278 130.88834:599778 146.86607:15362 148.86285:10086 155.85286:6785 164.99617:7140 224.81157:115572","18192482","40634632","20498002","16353966","10344795","8523762","6876094","11355814","12777755","12077607","4053184","8405104","7408538","17155050","15017920","15436574","15780465","9539057","5100620","4596320","1767528","8319022","8383878","788455","15619994","6575663","12469678","4630870","12244657","13089441","14177661","3514933","2630482","10672651","11968226","6570222","12779042","11450493","7604261","10186060","0","0","29639518","62312536","0","0","25925178","60297696","30852806","31030410","13512582.0625","13078937.611314"
"347",347,"342","9.556","226.80887","Unknown","[M-H]-","","0.92","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","18445.64","190715_Std_4uMStdsMix1InMatrix_2","226.80887:2745956 227.81222:548783 228.81558:1077247","","35892620","47232808","16267827","13643595","8144553","6329967","5277892","9601609","9900556","9887248","7246292","6594874","5415946","16994784","12083682","12399648","12670082","7895750","4141420","3841456","1296520","6496991","6524498","680996","12115640","5590889","9702759","3849227","9111463","10457236","11535200","3008774","2108830","7996976","9079477","5271311","10778458","9437085","5934610","8336300","0","0","24628746","51722072","0","0","17665870","25091378","25552084","51175952","11732239.055","12097353.2420505"
"348",348,"343","8.366","226.80899","Unknown","[M-H]-","","0.44","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4140","190715_Smp_FK180310S62C1-25m_A","226.80899:753726 227.81234:170119 228.8157:439988","","22471394","0","11472996","11177514","616393","492025","146392","8031664","4140378","2682923","192171","255990","648538","14478769","4331534","6732660","18928228","5089088","708260","167519","9777","3076206","668649","33615","6098640","492000","2631978","2868763","5839600","1117857","5145410","179789","65435","6487412","6517481","2118527","7724168","1221276","1439076","6538622","0","0","34321288","0","0","0","32730436","0","46098380","0","5723776.39283203","9652731.83670086"
"349",349,"344","9.663","226.90689","Unknown","[M-H]-","","0.72","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1455.57","190715_Poo_QC-KM1906_D","226.90689:237012 227.91024:49291 228.9136:216979","","853832","4496956","892348","903705","538089","819734","206438","492547","558476","1433052","749711","852003","576822","646774","369463","531089","873116","1291258","204353","243452","108833","919089","648712","0","648233","234738","1455648","265244","1294154","355225","597152","177489","97263","1163782","1210930","296404","598735","498840","693024","366720","0","0","1250976","1877341","0","0","1201451","2670592","837715","1899710","778024.39734375","771241.359360728"
"350",350,"345","13.332","227.33304","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.57","190715_Smp_FK180310S77C1-25m_B","227.33304:780962 228.33639:0 229.33975:0","","7395514","5829974","191465","0","0","47110","0","141434","7613488","0","0","0","20070","63969","269716","0","2609113","0","182071","8165600","1363129","5784992","2956240","2901373","11257465","5659161","0","184023","3419330","10676565","1912935","2234865","6820748","2409134","3307662","118265","3121694","4196116","8997096","4988971","0","1447095","0","2143200","45451","1362782","0","1121568","0","1215226","2443492.21953125","3113917.85702212"
"351",351,"346","9.626","228.90405","Unknown","[M-H]-","","0.66","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1658.16","190715_Std_4uMStdsMix2InMatrix_2","228.90405:217573 229.9074:62060 230.91076:85805","","1215488","1592535","915215","555031","327913","266610","280904","541806","541537","961898","151479","784137","414287","563189","273111","953783","901193","897692","175545","170557","94592","719916","555922","7871","786602","220709","924593","283891","1263962","492172","613804","163901","101635","946902","1085488","344754","471761","490830","591809","507956","0","0","1093196","1356430","49876","0","1211780","2819710","1818743","2402680","678107.910351563","592848.917292956"
"352",352,"347","9.738","231.0874","Unknown","[M-H]-","adduct linked to 315_[M-H2O-H]-","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.6","190715_Poo_QC-KM1906_F","231.0874:230890 232.09075:59367 233.09411:216423","","349248","56361","2468458","3017560","1100164","459946","605335","1003875","597366","2070022","201957","700132","278642","214052","1027913","883302","1787627","2328813","2765661","1007397","2716262","1925694","1580829","2436058","1629581","1284714","563821","2736000","1883324","947570","980099","742164","2431785","1929042","1180333","803263","1485234","1389864","1727524","1147199","617780","852368","619522","151898","1193956","706729","568450","575732","654056","511090","1217915.42109375","793476.03369595"
"353",353,"348","13.542","232.87433","Unknown","[M-H]-","","0.82","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","13492.53","190715_Poo_TruePooFK180310_DDAneg20","232.87445:1227279 233.8778:0 234.88116:0","57.2503:6259 57.86571:8409 63.97682:6954 65.29061:6593 74.57682:6655 96.95904:104112 120.03912:8521 138.69949:8187 145.62181:6912 149.18385:7205 152.91678:281621 155.90942:7231 159.62485:7143 170.92761:7583 215.09261:10503 219.41646:64672 232.87433:876696 233.1031:13108 233.15483:10428 233.19139:11108","10166150","8290295","17574274","19187300","5833520","5917416","5988678","9653993","15575672","25015986","1781684","1741128","3460325","8179512","17636174","8730054","21722622","14296303","9296802","6315211","4556539","11702087","12951942","3081549","26984754","20638574","24959248","20156176","26543920","12818974","7296990","3935498","3691094","10257617","15890664","7040008","23281952","4457144","20349824","16254818","0","0","16095010","21085128","0","53109","26065626","20966874","27559470","23552668","12571807.1503125","8502121.37103766"
"354",354,"349","8.998","232.92462","Unknown","[M-H]-","","0.34","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.61","190715_Smp_FK180310S62C1-DCM_B","232.92462:195456 233.92797:0 234.93133:52230","","43656","0","529363","745265","217851","164589","327277","127370","61452","1648241","106905","149895","208378","106412","592055","1398866","333305","1160464","172917","2926014","1677599","193375","1907374","1077752","223174","782274","639027","517359","527193","641203","194102","3281206","765155","228835","425183","397157","733894","305871","1540886","349581","0","41681","0","0","0","0","33071","32268","0","50633","551722.54484375","722451.972043974"
"355",355,"350","9.282","236.11398","Unknown","[M-H]-","similar chromatogram in higher mz_407","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","222.74","190715_Poo_QC-KM1906_F","236.11398:138684 237.11733:0 238.12069:0","","0","1057512","1370998","1771584","70101","29093","34754","165470","232250","172915","30465","38385","99861","25974","58696","38459","1132889","504035","452202","26289","302969","253306","388006","462377","424641","99685","100126","101054","55395","17399","131485","56883","96771","51791","95755","406989","298817","0","26543","173657","0","0","0","0","42761","0","0","0","35150","87897","220427.823828125","368625.945294746"
"356",356,"351","14.227","238.89125","Unknown","[M-H2O-H]-","adduct linked to 377_[M-H]-","0.7","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1722.35","190715_Smp_FK180310S80C1-25m_A","238.89125:1785611 239.8946:109334 240.89796:550809","","1262922","2289333","2040557","45344","1928911","661693","619173","59938","480041","2499601","416774","568362","994323","1429146","3111706","3436688","4390810","1990756","988519","1124022","1197924","2702695","1150375","1098856","5611824","947208","2628131","4543244","3675594","9417514","6418754","412964","1460144","994927","14887550","103631","138284","522453","104253","2051978","2921726","0","401173","3235001","1854903","47178","2252495","3011784","482609","3521008","2162695.92976562","2603421.00064745"
"357",357,"352","19.3","238.94841","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","11.67","190715_Smp_FK180310S80C1-25m_A","238.94841:417108 239.95176:130235 240.95512:74877","","5201172","972827","1282914","404299","158495","127138","206491","402145","6355276","6917722","95516","375766","113888","102984","1000669","609947","851866","294156","543600","1035459","57225","944197","1208112","567039","6761855","369934","928833","1266472","5730999","6284622","5651494","1858531","2045226","945747","8118574","1563957","1308511","3465923","1169441","1098703","673756","51342","1486065","212657","770700","50649","731654","61879","664702","515110","1672324.77804688","2190961.18803098"
"358",358,"353","19.684","239.92972","Unknown","[M-H]-","","0.26","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1293.67","190715_Blk_KM1906U14-Blk_C","239.92972:536008 240.93307:0 241.93643:0","","4214901","120664","186091","40722","58490","60294","59095","52637","547334","293191","14418","290903","1751238","51497","170587","115443","50965","2536318","169406","582623","57591","131201","1103634","250290","3294782","2238528","3368136","80727","2574780","2307997","4460319","230925","666539","51563","3626132","280323","3619231","4366701","94781","143902","62814","0","202465","0","76048","117489","124294","0","54256","51642","900078.147636719","1385697.69905652"
"359",359,"354","14.528","240.87079","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1092.87","190715_Std_4uMStdsMix1InH2O_1","240.87079:346057 241.87414:0 242.8775:148805","","45117","0","142824","358398","147413","37817","56490","189625","511973","208427","25157","37213","23868","392870","146650","584627","99282","1058482","667260","238324","60393","504906","1814712","255934","299084","265589","138140","431500","419990","176708","434344","512253","1002702","300491","585602","2216724","101175","211707","337664","253081","3165814","0","2593391","58208","2044383","49282","3451031","69999","5642291","104290","649464.07734375","1083287.84382116"
"360",360,"355","6.933","242.07832","w/o MS2:Ingalls_Cytidine","[M-H]-","","0.3","False","7.942","242.07809","","","","","530","True","True","False","","False","False","null","null","100","100","null","null","null","55.58","190715_Std_4uMStdsMix2InMatrix_1","242.07832:2898527 243.08167:353125 244.08503:0","","0","4713688","7173500","6899371","17202","13343","11768","69098","202530","147322","10804","11436","13929","45668","0","50473","728142","51518","131026","70500","5147114","52592","51238","72253","132206","49937","71007","78084","82858","57662","0","0","0","61999","66670","474760","657961","0","47907","135470","66173","0","2754841","1593436","47333156","39419368","52132004","44674100","3732426","2649144","4439113.70777344","12537917.7353871"
"361",361,"356","9.591","242.07994","Unknown","[M-H]-","similar chromatogram in higher mz_413","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.02","190715_Smp_FK180310S62C1-DCM_B","242.07994:141819 243.08329:0 244.08665:0","","0","37240","0","58802","113551","66314","128098","263880","351590","490244","107540","97406","88261","0","50749","19922","615426","657592","726753","60302","1749684","754639","380476","631886","854911","330442","749557","600751","19087","28470","126539","43854","214428","348699","302764","409925","363262","40667","351293","261593","0","0","0","0","47987","0","52636","47872","45129","38222","254568.809453125","329720.973262804"
"362",362,"357","4.743","243.06216","w/o MS2:Ingalls_Uridine","[M-H]-","","0.2","False","5.541","243.0621","","","","","530","True","True","False","","False","False","null","null","100","100","null","null","null","21.34","190715_Std_4uMStdsMix2InMatrix_2","243.06216:1408042 244.06551:98397 245.06887:0","","42583","7305570","4561560","14701539","32955","16254","17140","51341","0","136324","9526","14232","18217","70838","0","54031","95043","63782","70045","0","187139","157112","130248","58816","123104","57454","52358","51983","786520","69684","0","0","55555","0","72173","0","78675","0","351209","0","0","0","2760954","3301382","21143582","28975224","21931334","16339690","3751839","856763","2571075.58736328","6434323.45405546"
"363",363,"358","9.776","243.09856","Unknown","[M-H]-","","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10.74","190715_Poo_QC-KM1906_E","243.09856:514836 244.10191:70699 245.10527:74841","","31583","5435164","7321283","7857538","14861","60452","11346","140059","33272","37185","17353","38289","23044","67554","277555","59619","2115590","89913","1213216","37799","52335","93710","73582","160222","82934","114627","130087","35072","331841","59270","81122","88916","39821","99686","22842","2151890","46006","32842","205144","40014","41461","57742","5303719","3103663","100991","47567","5156608","3272289","5755256","3592324","1105125.17910156","2099047.78244356"
"364",364,"359","11.22","244.01646","Unknown","[M-H]-","","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2798.03","190715_Poo_QC-KM1906_D","244.01646:258894 245.01981:121976 246.02317:82972","","0","3938750","2088204","2481659","19763","15800","11377","107512","54220","246060","10130","24166","33209","121441","0","0","1056614","47272","120870","79514","420725","304948","199004","0","41256","45742","101867","63650","171669","0","53960","325000","49918","52323","46452","86030","109733","181513","64000","861547","0","0","1924255","2453723","0","49729","824177","1818768","1677724","1715455","481994.536679688","861793.024897945"
"365",365,"360","8.612","244.08272","Unknown","[M-H]-","","0.58","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","187.14","190715_Poo_QC-KM1906_E","244.08272:1633073 245.08607:191517 246.08943:91343","","48448","2611290","28078510","39050464","61290","194916","343620","2416710","2101938","1067371","444097","156813","600683","697721","201338","514772","2024615","4106576","4761063","36164","63518","0","2435501","6836132","9480241","20146","23966","34158","1448284","3221132","2536864","10953","23670","14389","2587046","13035603","6486394","75418","44348","20154","91384","63607","26605176","18979536","57820","0","28373402","20008252","29933278","21090742","5662390.24068359","9864412.65599689"
"366",366,"361","9.571","245.04324","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","785.16","190715_Std_H2OinMatrix_1","245.04324:478856 246.04659:44559 247.04995:0","","0","5954932","877772","3322677","17834","10304","15053","205704","97014","65326","25695","24276","64346","353408","153987","179867","120529","89249","29097","40221","605164","179021","187558","322033","288194","208537","303112","185387","108573","14191","116367","196053","173862","131933","106688","386006","321724","16061","97765","337587","0","0","5248284","3857505","63365","108089","5110958","3567848","5925362","3635540","869001.207226563","1694468.3194465"
"367",367,"362","9.66","246.87073","Unknown","[M-H]-","","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","967.78","190715_Std_H2OinMatrix_1","246.87073:91231 247.87408:0 248.87744:0","","454626","822916","134930","212828","152201","463653","151163","329154","315517","649989","128582","259127","116523","319801","27936","248863","439511","466030","37689","28772","36961","416319","348583","0","418796","189186","607701","125555","551772","220507","391608","49488","0","636498","633950","151600","308241","317504","375845","290213","0","43125","231483","1023929","0","0","417675","746627","787193","696729","315537.985898438","252695.610655131"
"368",368,"363","19.729","246.92979","Unknown","[M-H]-","","0.38","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","91.99","190715_Poo_TruePooFK180310_DDAneg20","246.9301:4240548 247.93345:576066 248.93681:547801","53.79647:6023 56.47974:6763 56.88921:7484 63.42315:6509 65.71516:6542 66.9238:6717 68.71159:7501 69.53432:5779 73.21109:6557 74.9926:14349 85.32018:6872 93.79071:7822 104.69053:7663 107.89382:6632 111.04001:8057 113.17125:7807 129.3231:7501 133.92897:6783 140.96469:9643 180.05966:9071 180.95752:215115 185.32668:8388 205.45598:7767 206.93701:220903 217.91547:45174 217.9304:44773 219.67772:11142 219.70482:9930 224.94775:366498","79319624","258620","1465838","948350","31435198","16342147","18277686","767381","39750796","50978476","281482","10684078","297987","56934","779330","690007","490150","71772760","1122956","41070096","14234190","1153770","66514436","8045278","38688700","43579532","126131776","1360908","133348512","85905064","60152676","1003848","983371","594724","50353972","869309","57440752","57716484","517565","236524","312567","187461","629632","114312","551721","321079","584666","85465","518790","154822","22381636.0817188","33782789.8511907"
"369",369,"364","9.305","246.98238","Unknown","[M-H]-","ion correlated with 59; ion correlated with 480; ion correlated with 518; ion correlated with 20","0.56","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1331.07","190715_Smp_FK180310S64C1-25m_A","246.98238:353023 247.98573:0 248.98909:5214294","","765208","29399","37301","2044550","643889","553382","588663","1269969","1941816","7463199","854126","519629","736715","423674","309428","4800174","985617","6165086","538459","1573276","2471231","5865690","8483016","1690409","2275236","876747","5655086","6681086","5192792","1289131","1595719","515042","1667740","8417853","5305900","1008253","2085576","2514193","8102956","1448029","0","0","0","0","46066","0","0","0","32109","0","2109268.4246875","2562062.72669119"
"370",370,"365","19.766","247.9308","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2085.41","190715_Poo_TruePooFK180310_Full3","247.9308:717379 248.93415:609267 249.93751:0","","6392126","0","64640","66936","593525","17418","1805281","59713","8851497","7764170","69691","1599656","4371169","0","61653","52634","46743","6187129","187900","1833158","206906","120155","5133296","225487","7934316","3703848","3546787","145970","4228259","1343412","6308699","327413","499341","7737528","7731906","143555","5898542","3880088","52505","57651","0","0","74529","0","0","0","178978","0","61699","0","1991318.19523438","2833262.71347248"
"371",371,"366","19.496","250.92061","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","571.36","190715_Blk_KM1906U14-Blk_C","250.92061:1839808 251.92396:149960 252.92732:0","","24158116","50608","0","0","19311","14705","3234777","52118","11466425","45052","10326","11027","14046","49524","0","0","0","19312444","60287","12738989","4464780","49754","17441950","2860918","24919152","8748550","20969984","135007","16748970","10386770","14572962","63657","167992","0","58756","0","25057860","9638256","51822","0","63894","50384","54662","45151","93728","90309","265642","116669","0","52799","4568162.70404297","7836013.01301682"
"372",372,"367","9.355","250.97635","Unknown","[M-H]-","","0.66","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","245.71","190715_Smp_FK180310S80C1-DCM_B","250.97635:387852 251.9797:0 252.98306:128612","","927948","43360","22547","1500575","1246890","911013","956783","2557582","2172292","8816480","656917","759176","1044120","583094","365287","4050379","1035344","9553422","1252695","2297228","1508746","3867745","6313424","2899059","1947374","1972637","8527047","10427791","4920928","1735830","2515989","2030047","2372226","6943388","3139019","1786352","2227138","1234426","10294492","2095476","74677","439960","113000","42572","109233","52281","43341","35113","123666","90430","2412730.74714844","2852879.55871911"
"373",373,"368","13.298","252.8736","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4038.93","190715_Smp_FK180310S77C1-25m_A","252.8736:994397 253.87695:259506 254.88031:579192","","0","0","0","148111","1974012","1679431","1207256","5238085","1528930","4139357","569638","1116814","762125","0","184012","1625407","565774","5224429","831436","126463","542601","7830304","3191078","0","1870880","206279","9646535","286067","8655677","5832700","4271006","443580","141694","4248255","7749334","2835361","312257","1215144","1999138","632588","0","0","0","0","0","0","0","0","0","0","1776635.15765625","2549171.64670066"
"374",374,"369","7.379","252.88409","Unknown","[M-H]-","","0.54","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3807.13","190715_Smp_FK180310S64C1-25m_B","252.88409:865027 253.88744:0 254.8908:887550","","0","42408","2535340","4534524","239210","191172","238220","7120176","5181795","4024219","122144","911547","545479","0","2627958","3083920","3322625","3151214","7237954","7569571","17349564","6539887","6898926","12048515","2361751","9047830","6979093","7474619","7693545","4991364","2984354","5083646","6946466","2291198","4643882","7891256","4488128","3725203","7659123","1812939","0","0","0","43346","0","0","0","0","0","0","3632682.255","3752566.43492595"
