"","id","parent","class"
"2620","CHEMONTID:0000676","CHEMONTID:0001551","Taxanes and derivatives"
"2621","CHEMONTID:0000702","CHEMONTID:0001283","Sesterterpene lactones"
"2622","CHEMONTID:0001009","CHEMONTID:0000254","Enol ethers"
"2623","CHEMONTID:0001010","CHEMONTID:0000411","Oxime ethers"
"2624","CHEMONTID:0001011","CHEMONTID:0000513","Hydroperoxyeicosapentaenoic acids"
"2625","CHEMONTID:0001015","CHEMONTID:0000513","Epoxyeicosatrienoic acids"
"2626","CHEMONTID:0002839","CHEMONTID:0002838","Acyclic olefins"
"2627","CHEMONTID:0001020","CHEMONTID:0000513","Hepoxilins"
"2628","CHEMONTID:0001021","CHEMONTID:0000513","Clavulones and derivatives"
"2629","CHEMONTID:0001045","CHEMONTID:0000007","Carboxamidines"
"2630","CHEMONTID:0001046","CHEMONTID:0000007","Sulfinamidines"
"2631","CHEMONTID:0001047","CHEMONTID:0000007","Phosphinamidines"
"2632","CHEMONTID:0001128","CHEMONTID:0000148","Dithiazolethiones"
"2633","CHEMONTID:0002460","CHEMONTID:0002449","Alkanolamines"
"2634","CHEMONTID:0001419","CHEMONTID:0003258","Neutral glycosphingolipids"
"2635","CHEMONTID:0001090","CHEMONTID:0003327","Acyl CoAs"
"2636","CHEMONTID:0001092","CHEMONTID:0000254","Hemiacetals"
"2637","CHEMONTID:0001095","CHEMONTID:0000324","Acyl carnitines"
"2638","CHEMONTID:0001096","CHEMONTID:0000331","N-acyl amines"
"2639","CHEMONTID:0001098","CHEMONTID:0000035","Bromobenzenes"
"2640","CHEMONTID:0001099","CHEMONTID:0000035","Chlorobenzenes"
"2641","CHEMONTID:0001100","CHEMONTID:0000035","Fluorobenzenes"
"2642","CHEMONTID:0001101","CHEMONTID:0000035","Iodobenzenes"
"2643","CHEMONTID:0001102","CHEMONTID:0000331","Acyl homoserine lactones"
"2644","CHEMONTID:0001105","CHEMONTID:0000176","Phthalic acid and derivatives"
"2645","CHEMONTID:0001109","CHEMONTID:0001578","Phthalic anhydrides"
"2646","CHEMONTID:0001117","CHEMONTID:0001535","Polyprenyl phospho carbohydrates"
"2647","CHEMONTID:0001119","CHEMONTID:0000099","Sulfonyl-1,2,3-triazoles"
"2648","CHEMONTID:0001120","CHEMONTID:0000099","Sulfonyl-1,2,4-triazoles"
"2649","CHEMONTID:0001124","CHEMONTID:0001445","Glycinated bile acids and derivatives"
"2650","CHEMONTID:0001126","CHEMONTID:0003491","2,3-diphenylfurans"
"2651","CHEMONTID:0001127","CHEMONTID:0001549","Acyclic monoterpenoids"
"2652","CHEMONTID:0001129","CHEMONTID:0003809","Diacylglycerols"
"2653","CHEMONTID:0001131","CHEMONTID:0003392","Sphingomyelins"
"2654","CHEMONTID:0001133","CHEMONTID:0003808","Monoacylglycerols"
"2655","CHEMONTID:0001135","CHEMONTID:0003815","Triacylglycerols"
"2656","CHEMONTID:0001136","CHEMONTID:0001615","Flavonols"
"2657","CHEMONTID:0001138","CHEMONTID:0000337","Leucoanthocyanidins"
"2658","CHEMONTID:0001139","CHEMONTID:0002220","Phosphatidylinositol phosphates"
"2659","CHEMONTID:0001141","CHEMONTID:0000284","Sulfonylanilines"
"2660","CHEMONTID:0001144","CHEMONTID:0000056","Fluoroquinolones"
"2661","CHEMONTID:0001147","CHEMONTID:0001551","Sphaeroane diterpenoids"
"2662","CHEMONTID:0001149","CHEMONTID:0000250","Imidazolidinones"
"2663","CHEMONTID:0001159","CHEMONTID:0001445","Taurinated bile acids and derivatives"
"2664","CHEMONTID:0001160","CHEMONTID:0002224","Pyridinones"
"2665","CHEMONTID:0001165","CHEMONTID:0001093","Carboxylic acid hydrazides"
"2666","CHEMONTID:0001166","CHEMONTID:0001093","Carboxylic acid salts"
"2667","CHEMONTID:0001167","CHEMONTID:0000254","Dialkyl ethers"
"2668","CHEMONTID:0001178","CHEMONTID:0000270","Organosulfonic acid esters"
"2669","CHEMONTID:0001179","CHEMONTID:0000270","Organosulfonic acids"
"2670","CHEMONTID:0001184","CHEMONTID:0003455","Sulfuric acid diesters"
"2671","CHEMONTID:0001185","CHEMONTID:0003455","Sulfuric acid monoesters"
"2672","CHEMONTID:0001190","CHEMONTID:0001368","Thiocarbamic acid esters"
"2673","CHEMONTID:0001191","CHEMONTID:0001368","Thiocarbamic acid halides"
"2674","CHEMONTID:0001193","CHEMONTID:0001672","Organic thiocarbonic acids"
"2675","CHEMONTID:0001195","CHEMONTID:0001672","Thiocarbonic acid ester halides"
"2676","CHEMONTID:0001196","CHEMONTID:0001672","Thiocarbonic acid monoesters"
"2677","CHEMONTID:0001197","CHEMONTID:0001672","Thiocarbonic acid diesters"
"2678","CHEMONTID:0001207","CHEMONTID:0000112","Thiosemicarbazides"
"2679","CHEMONTID:0001210","CHEMONTID:0002449","Ynamines"
"2680","CHEMONTID:0001211","CHEMONTID:0000481","Dihydropyranones"
"2681","CHEMONTID:0002463","CHEMONTID:0000254","Diarylethers"
"2682","CHEMONTID:0001221","CHEMONTID:0000353","Precorrins"
"2683","CHEMONTID:0001229","CHEMONTID:0000517","Nitrosoureas"
"2684","CHEMONTID:0001231","CHEMONTID:0002484","Isoureas"
"2685","CHEMONTID:0001233","CHEMONTID:0003389","Cardiolipins"
"2686","CHEMONTID:0001238","CHEMONTID:0001093","Carboxylic acid esters"
"2687","CHEMONTID:0001239","CHEMONTID:0001093","Carboxylic acid azides"
"2688","CHEMONTID:0001242","CHEMONTID:0000095","Phenylthiazoles"
"2689","CHEMONTID:0001249","CHEMONTID:0000384","Flavins"
"2690","CHEMONTID:0001252","CHEMONTID:0001290","Indole-3-acetic acid derivatives"
"2691","CHEMONTID:0001254","CHEMONTID:0002214","1Z-alkenylglycero-3-phosphates"
"2692","CHEMONTID:0001256","CHEMONTID:0001263","CDP-diacylglycerols"
"2693","CHEMONTID:0001262","CHEMONTID:0000075","Aminopyrimidines and derivatives"
"2694","CHEMONTID:0001264","CHEMONTID:0001263","CDP-monoacylglycerols"
"2695","CHEMONTID:0001266","CHEMONTID:0000408","Phosphoethanolamines"
"2696","CHEMONTID:0001267","CHEMONTID:0000117","Aldimines"
"2697","CHEMONTID:0001271","CHEMONTID:0000346","Thiodiacetic acid derivatives"
"2698","CHEMONTID:0001273","CHEMONTID:0001272","Meta cresols"
"2699","CHEMONTID:0001274","CHEMONTID:0001272","Ortho cresols"
"2700","CHEMONTID:0001275","CHEMONTID:0001272","Para cresols"
"2701","CHEMONTID:0001277","CHEMONTID:0001554","Carotenoids"
"2702","CHEMONTID:0001281","CHEMONTID:0000503","Decamethonium compounds"
"2703","CHEMONTID:0001282","CHEMONTID:0000503","Hexamethonium compounds"
"2704","CHEMONTID:0001284","CHEMONTID:0001283","Strigolactones"
"2705","CHEMONTID:0001285","CHEMONTID:0000075","Thiamines"
"2706","CHEMONTID:0001288","CHEMONTID:0002214","Dialkylglycerophosphates"
"2707","CHEMONTID:0001289","CHEMONTID:0002213","Dialkylglycerol-3-phosphocholines"
"2708","CHEMONTID:0001291","CHEMONTID:0000056","Pyranoquinolines"
"2709","CHEMONTID:0001292","CHEMONTID:0000129","Cyclic alcohols and derivatives"
"2710","CHEMONTID:0002802","CHEMONTID:0001534","Prenylquinones"
"2711","CHEMONTID:0001298","CHEMONTID:0002216","1-acyl,2-alkylglycerophosphoglycerols"
"2712","CHEMONTID:0001504","CHEMONTID:0002214","Diacylglycerophosphates"
"2713","CHEMONTID:0002847","CHEMONTID:0002843","Acyclic acetylenes"
"2714","CHEMONTID:0001319","CHEMONTID:0000075","Pyrimidinecarboxylic acids and derivatives"
"2715","CHEMONTID:0001683","CHEMONTID:0002214","Monoacylglycerophosphates"
"2716","CHEMONTID:0001326","CHEMONTID:0001322","Pyridinecarboxamides"
"2717","CHEMONTID:0001327","CHEMONTID:0000235","Triazolidinones"
"2718","CHEMONTID:0001330","CHEMONTID:0002220","Lysophosphatidylinositol monophosphates"
"2719","CHEMONTID:0001344","CHEMONTID:0002219","Phosphatidylinositols"
"2720","CHEMONTID:0001350","CHEMONTID:0000176","Benzoic acid esters"
"2721","CHEMONTID:0001351","CHEMONTID:0001553","Acyclic triterpenoids"
"2722","CHEMONTID:0001355","CHEMONTID:0002219","Lysophosphatidylinositols"
"2723","CHEMONTID:0001540","CHEMONTID:0000011","Monosaccharides"
"2724","CHEMONTID:0001357","CHEMONTID:0001551","Acyclic diterpenoids"
"2725","CHEMONTID:0001358","CHEMONTID:0002216","Phosphatidylglycerols"
"2726","CHEMONTID:0001583","CHEMONTID:0001111","Flavonoid O-glycosides"
"2727","CHEMONTID:0001632","CHEMONTID:0000337","Flavanones"
"2728","CHEMONTID:0001367","CHEMONTID:0002218","Phosphatidylserines"
"2729","CHEMONTID:0001374","CHEMONTID:0001213","Pyridoindolones"
"2730","CHEMONTID:0001377","CHEMONTID:0002218","Lysophosphatidylserines"
"2731","CHEMONTID:0001378","CHEMONTID:0000015","Chlorinated dibenzofurans"
"2732","CHEMONTID:0001388","CHEMONTID:0003258","Glucuronosphingolipids"
"2733","CHEMONTID:0001393","CHEMONTID:0002215","Phosphatidylethanolamines"
"2734","CHEMONTID:0001427","CHEMONTID:0003392","Phosphoceramides"
"2735","CHEMONTID:0001395","CHEMONTID:0002218","1-alkyl,2-acyl-glycerol-3-phosphoserines"
"2736","CHEMONTID:0001397","CHEMONTID:0002214","1-(1Z-alkenyl),2-acyl-glycerophosphates"
"2737","CHEMONTID:0001401","CHEMONTID:0001549","Menthane monoterpenoids"
"2738","CHEMONTID:0001402","CHEMONTID:0000079","Imidazolinones"
"2739","CHEMONTID:0001403","CHEMONTID:0003567","Ergosterols and derivatives"
"2740","CHEMONTID:0001404","CHEMONTID:0002214","1-alkyl,2-acylglycerophosphates"
"2741","CHEMONTID:0001405","CHEMONTID:0002215","Lysophosphatidylethanolamines"
"2742","CHEMONTID:0001406","CHEMONTID:0002214","Monoalkylglycerophosphates"
"2743","CHEMONTID:0001407","CHEMONTID:0002218","1-(1Z-alkenyl),2-acylglycerophosphoserines"
"2744","CHEMONTID:0001408","CHEMONTID:0002213","Phosphatidylcholines"
"2745","CHEMONTID:0001409","CHEMONTID:0002215","1-acyl,2-alkylglycerophosphoethanolamines"
"2746","CHEMONTID:0001413","CHEMONTID:0002213","Lysophosphatidylcholines"
"2747","CHEMONTID:0001414","CHEMONTID:0002213","Monoalkylglycerophosphocholines"
"2748","CHEMONTID:0001417","CHEMONTID:0001420","1-phosphoribosyl-imidazolecarboxamides"
"2749","CHEMONTID:0001421","CHEMONTID:0000324","Glycidol esters"
"2750","CHEMONTID:0001422","CHEMONTID:0000513","Other hydroxyeicosapolyenoic acids"
"2751","CHEMONTID:0001423","CHEMONTID:0000262","Thia fatty acids"
"2752","CHEMONTID:0001425","CHEMONTID:0000262","Sulfated fatty acids"
"2753","CHEMONTID:0001426","CHEMONTID:0003807","Pyrophosphatidic acids"
"2754","CHEMONTID:0001439","CHEMONTID:0003258","Gangliosides"
"2755","CHEMONTID:0001440","CHEMONTID:0003258","Sulfatides"
"2756","CHEMONTID:0001447","CHEMONTID:0001013","Steroid glucuronide conjugates"
"2757","CHEMONTID:0001448","CHEMONTID:0004758","Furoic acids"
"2758","CHEMONTID:0001456","CHEMONTID:0000162","Cephams"
"2759","CHEMONTID:0001457","CHEMONTID:0000162","Penems"
"2760","CHEMONTID:0001461","CHEMONTID:0000324","Pyrethroids"
"2761","CHEMONTID:0001462","CHEMONTID:0001766","Mannosylerythritol lipids"
"2762","CHEMONTID:0001463","CHEMONTID:0000324","3-(3-hydroxyalkanoyloxy)alkanoic acids"
"2763","CHEMONTID:0001467","CHEMONTID:0003568","Androgens and derivatives"
"2764","CHEMONTID:0001468","CHEMONTID:0003569","Gluco/mineralocorticoids, progestogins and derivatives"
"2765","CHEMONTID:0001469","CHEMONTID:0003566","Cholesterols and derivatives"
"2766","CHEMONTID:0001471","CHEMONTID:0001470","Miscellaneous aluminates"
"2767","CHEMONTID:0001472","CHEMONTID:0001470","Miscellaneous antimonates"
"2768","CHEMONTID:0001473","CHEMONTID:0001470","Miscellaneous antimonites"
"2769","CHEMONTID:0001474","CHEMONTID:0001470","Miscellaneous arsenates"
"2770","CHEMONTID:0001475","CHEMONTID:0001470","Miscellaneous arsenites"
"2771","CHEMONTID:0001476","CHEMONTID:0001470","Miscellaneous borates"
"2772","CHEMONTID:0001477","CHEMONTID:0001470","Miscellaneous ferrates"
"2773","CHEMONTID:0001478","CHEMONTID:0001470","Miscellaneous manganates"
"2774","CHEMONTID:0001479","CHEMONTID:0001470","Miscellaneous molybdates"
"2775","CHEMONTID:0001480","CHEMONTID:0001470","Miscellaneous plumbates"
"2776","CHEMONTID:0001481","CHEMONTID:0001470","Miscellaneous plumbites"
"2777","CHEMONTID:0001482","CHEMONTID:0001470","Miscellaneous silicates"
"2778","CHEMONTID:0001483","CHEMONTID:0001470","Miscellaneous stannates"
"2779","CHEMONTID:0001484","CHEMONTID:0001470","Miscellaneous stannites"
"2780","CHEMONTID:0001485","CHEMONTID:0001470","Miscellaneous tellurates"
"2781","CHEMONTID:0001486","CHEMONTID:0001470","Miscellaneous tellurites"
"2782","CHEMONTID:0001487","CHEMONTID:0001470","Miscellaneous tetrahydroxyborates"
"2783","CHEMONTID:0001488","CHEMONTID:0001470","Miscellaneous tungstates"
"2784","CHEMONTID:0001489","CHEMONTID:0001470","Miscellaneous orthovanadates"
"2785","CHEMONTID:0001490","CHEMONTID:0001691","Cholesteryl esters"
"2786","CHEMONTID:0001494","CHEMONTID:0001491","2',3'-cyclic purine nucleotides"
"2787","CHEMONTID:0001495","CHEMONTID:0001492","2',3'-cyclic pyrimidine nucleotides"
"2788","CHEMONTID:0001502","CHEMONTID:0001491","3',5'-cyclic purine nucleotides"
"2789","CHEMONTID:0001503","CHEMONTID:0001492","3',5'-cyclic pyrimidine nucleotides"
"2790","CHEMONTID:0001525","CHEMONTID:0000513","Other hydroperoxyeicosapolyenoic acids"
"2791","CHEMONTID:0001989","CHEMONTID:0000262","Heterocyclic fatty acids"
"2792","CHEMONTID:0001538","CHEMONTID:0001283","Diterpene lactones"
"2793","CHEMONTID:0001542","CHEMONTID:0000011","Disaccharides"
"2794","CHEMONTID:0001547","CHEMONTID:0001534","Vitamin K compounds"
"2795","CHEMONTID:0001555","CHEMONTID:0001125","Cardenolides and derivatives"
"2796","CHEMONTID:0001557","CHEMONTID:0001125","Bufanolides and derivatives"
"2797","CHEMONTID:0001560","CHEMONTID:0001125","Withanolides and derivatives"
"2798","CHEMONTID:0001563","CHEMONTID:0001549","Monocyclic monoterpenoids"
"2799","CHEMONTID:0001564","CHEMONTID:0001549","Bicyclic monoterpenoids"
"2800","CHEMONTID:0001565","CHEMONTID:0001549","Iridoids and derivatives"
"2801","CHEMONTID:0001575","CHEMONTID:0001606","Retinoid esters"
"2802","CHEMONTID:0001576","CHEMONTID:0000129","Allylic alcohols"
"2803","CHEMONTID:0001580","CHEMONTID:0002049","Triterpene glycosides"
"2804","CHEMONTID:0001582","CHEMONTID:0001581","Piperidinediones"
"2805","CHEMONTID:0003012","CHEMONTID:0000337","Flavan-3-ols"
"2806","CHEMONTID:0001585","CHEMONTID:0000270","Organosulfonamides"
"2807","CHEMONTID:0001595","CHEMONTID:0001551","Spatane and 4,10-secospatane diterpenoids"
"2808","CHEMONTID:0001596","CHEMONTID:0001552","Acyclic sesterterpenoids"
"2809","CHEMONTID:0001598","CHEMONTID:0000151","Hydroxyanthraquinones"
"2810","CHEMONTID:0001600","CHEMONTID:0000151","Anthraquinone glycosides"
"2811","CHEMONTID:0001605","CHEMONTID:0000129","Carbonyl hydrates"
"2812","CHEMONTID:0001608","CHEMONTID:0002617","Pterocarpans"
"2813","CHEMONTID:0001609","CHEMONTID:0000503","Carnitines"
"2814","CHEMONTID:0003424","CHEMONTID:0001604","9,9'-epoxylignans"
"2815","CHEMONTID:0001617","CHEMONTID:0001544","Purine ribonucleoside monophosphates"
"2816","CHEMONTID:0001618","CHEMONTID:0001544","Purine ribonucleoside diphosphates"
"2817","CHEMONTID:0001619","CHEMONTID:0001544","Purine ribonucleoside triphosphates"
"2818","CHEMONTID:0001620","CHEMONTID:0002147","Pyrimidine ribonucleoside monophosphates"
"2819","CHEMONTID:0001621","CHEMONTID:0002147","Pyrimidine ribonucleoside diphosphates"
"2820","CHEMONTID:0001622","CHEMONTID:0002147","Pyrimidine ribonucleoside triphosphates"
"2821","CHEMONTID:0001627","CHEMONTID:0001544","Purine ribonucleoside polyphosphates"
"2822","CHEMONTID:0001628","CHEMONTID:0002147","Pyrimidine ribonucleoside polyphosphates"
"2823","CHEMONTID:0001637","CHEMONTID:0000183","Serotonins"
"2824","CHEMONTID:0001646","CHEMONTID:0001641","Naphthopyranone glycosides"
"2825","CHEMONTID:0001648","CHEMONTID:0000139","Tyrosol esters"
"2826","CHEMONTID:0001651","CHEMONTID:0000110","Biopterins and derivatives"
"2827","CHEMONTID:0001654","CHEMONTID:0001097","Benzyl esters"
"2828","CHEMONTID:0001656","CHEMONTID:0000254","Acetals"
"2829","CHEMONTID:0001657","CHEMONTID:0001093","Carboxylic acid imides"
"2830","CHEMONTID:0001661","CHEMONTID:0000129","Secondary alcohols"
"2831","CHEMONTID:0001669","CHEMONTID:0001418","Long-chain ceramides"
"2832","CHEMONTID:0001670","CHEMONTID:0000129","Tertiary alcohols"
"2833","CHEMONTID:0001673","CHEMONTID:0000117","Ketimines"
"2834","CHEMONTID:0002364","CHEMONTID:0001013","Steroidal saponins"
"2835","CHEMONTID:0001694","CHEMONTID:0000067","Aminopyrazines"
"2836","CHEMONTID:0001703","CHEMONTID:0002724","Solanidines and derivatives"
"2837","CHEMONTID:0001704","CHEMONTID:0002724","Spirosolanes and derivatives"
"2838","CHEMONTID:0001705","CHEMONTID:0000190","Gingerols"
"2839","CHEMONTID:0001706","CHEMONTID:0000190","Gingerdiols"
"2840","CHEMONTID:0001707","CHEMONTID:0000190","Gingerdiones"
"2841","CHEMONTID:0001708","CHEMONTID:0000190","Shogaols"
"2842","CHEMONTID:0001709","CHEMONTID:0000190","Paradols"
"2843","CHEMONTID:0001714","CHEMONTID:0000056","Hydroxyquinolones"
"2844","CHEMONTID:0001716","CHEMONTID:0000056","Hydroquinolones"
"2845","CHEMONTID:0001718","CHEMONTID:0002220","Other glycerophosphoinositol phosphates"
"2846","CHEMONTID:0001719","CHEMONTID:0002216","Diacylglycerophosphodiradylglycerols"
"2847","CHEMONTID:0001720","CHEMONTID:0002217","Lysophosphatidylglycerophosphates"
"2848","CHEMONTID:0001723","CHEMONTID:0000324","Wax esters"
"2849","CHEMONTID:0001725","CHEMONTID:0000324","Chloropropanol esters"
"2850","CHEMONTID:0001727","CHEMONTID:0001459","Diacylglycosylglycerophospholipids"
"2851","CHEMONTID:0001731","CHEMONTID:0000189","Dioxopiperazines"
"2852","CHEMONTID:0001737","CHEMONTID:0001111","Flavonoid C-glycosides"
"2853","CHEMONTID:0001744","CHEMONTID:0000324","Cyanolipids"
"2854","CHEMONTID:0001752","CHEMONTID:0001491","8,2'-cyclic purine nucleotides"
"2855","CHEMONTID:0002125","CHEMONTID:0001766","Alkyl glycosides"
"2856","CHEMONTID:0001755","CHEMONTID:0002049","Diterpene glycosides"
"2857","CHEMONTID:0001757","CHEMONTID:0001551","Colensane and clerodane diterpenoids"
"2858","CHEMONTID:0001759","CHEMONTID:0001615","Furanoflavones"
"2859","CHEMONTID:0001760","CHEMONTID:0001551","Dolabellane and neodolabellane diterpenoids"
"2860","CHEMONTID:0001765","CHEMONTID:0001766","Rhamnolipids"
"2861","CHEMONTID:0001767","CHEMONTID:0001551","Gibberellins"
"2862","CHEMONTID:0001769","CHEMONTID:0000216","Pyrroloindolizines"
"2863","CHEMONTID:0003819","CHEMONTID:0000637","Glycosylmonoradylglycerols"
"2864","CHEMONTID:0001774","CHEMONTID:0001125","Brassinolides and derivatives"
"2865","CHEMONTID:0001777","CHEMONTID:0001550","Illudanes and illudins"
"2866","CHEMONTID:0001781","CHEMONTID:0001550","Aromadendrane sesquiterpenoids"
"2867","CHEMONTID:0001789","CHEMONTID:0001550","Trichothecenes"
"2868","CHEMONTID:0001807","CHEMONTID:0001125","Spironolactones and derivatives"
"2869","CHEMONTID:0001813","CHEMONTID:0000264","Peptidomimetics"
"2870","CHEMONTID:0001820","CHEMONTID:0002496","Isoindolones"
"2871","CHEMONTID:0001824","CHEMONTID:0001823","Hopane triterpenoids"
"2872","CHEMONTID:0001826","CHEMONTID:0001823","Bacteriohopanoids"
"2873","CHEMONTID:0001827","CHEMONTID:0001612","Isoflavanones"
"2874","CHEMONTID:0001828","CHEMONTID:0001612","Isoflavanols"
"2875","CHEMONTID:0001829","CHEMONTID:0002042","M-terphenyls"
"2876","CHEMONTID:0001836","CHEMONTID:0002042","O-terphenyls"
"2877","CHEMONTID:0001843","CHEMONTID:0001080","Phenyltetrazolines and derivatives"
"2878","CHEMONTID:0001845","CHEMONTID:0004155","Bromodiphenyl ethers"
"2879","CHEMONTID:0001846","CHEMONTID:0000285","Acetanilides"
"2880","CHEMONTID:0003823","CHEMONTID:0002213","1Z-alkenylglycerophosphocholines"
"2881","CHEMONTID:0001848","CHEMONTID:0000011","Carbonucleotoids"
"2882","CHEMONTID:0001849","CHEMONTID:0000011","Carbopeptoids"
"2883","CHEMONTID:0001856","CHEMONTID:0000080","Pyridazinoindazoles"
"2884","CHEMONTID:0001858","CHEMONTID:0001857","Naphthyridine carboxylic acids and derivatives"
"2885","CHEMONTID:0001865","CHEMONTID:0000210","Pyrrolocarbazoles"
"2886","CHEMONTID:0001873","CHEMONTID:0003409","Phthalides"
"2887","CHEMONTID:0001892","CHEMONTID:0000041","Biphenylcarbonitriles"
"2888","CHEMONTID:0001893","CHEMONTID:0000075","Halopyrimidines"
"2889","CHEMONTID:0001896","CHEMONTID:0000056","Thienoquinolines"
"2890","CHEMONTID:0001904","CHEMONTID:0002147","Pyrimidine ribonucleoside bisphosphates"
"2891","CHEMONTID:0001913","CHEMONTID:0001213","Alpha carbolines"
"2892","CHEMONTID:0001914","CHEMONTID:0001213","Beta carbolines"
"2893","CHEMONTID:0001915","CHEMONTID:0001213","Delta carbolines"
"2894","CHEMONTID:0001916","CHEMONTID:0001213","Gamma carbolines"
"2895","CHEMONTID:0001921","CHEMONTID:0000075","Pyrimidinethiones"
"2896","CHEMONTID:0001923","CHEMONTID:0000226","Thiazolidinethiones"
"2897","CHEMONTID:0001924","CHEMONTID:0000074","Aminopyridazines"
"2898","CHEMONTID:0001925","CHEMONTID:0000031","Aminobenzenesulfonamides"
"2899","CHEMONTID:0001927","CHEMONTID:0000075","Nitropyrimidines"
"2900","CHEMONTID:0001934","CHEMONTID:0002224","Tetrahydropyridines"
"2901","CHEMONTID:0002801","CHEMONTID:0001534","Prenylated hydroquinones"
"2902","CHEMONTID:0001972","CHEMONTID:0003392","Sphingosylphosphorylcholines"
"2903","CHEMONTID:0001976","CHEMONTID:0000189","Pyridinylpiperazines"
"2904","CHEMONTID:0001977","CHEMONTID:0000075","Pyrimidinylpiperazines"
"2905","CHEMONTID:0001978","CHEMONTID:0000075","Bipyrimidines and oligopyrimidines"
"2906","CHEMONTID:0001984","CHEMONTID:0000189","Phenylpiperazines"
"2907","CHEMONTID:0001992","CHEMONTID:0000176","Nitrobenzoic acids and derivatives"
"2908","CHEMONTID:0001993","CHEMONTID:0001491","2',5'-cyclic purine nucleotides"
"2909","CHEMONTID:0001998","CHEMONTID:0000245","Purinethiones"
"2910","CHEMONTID:0001999","CHEMONTID:0000245","Dithioxanthines"
"2911","CHEMONTID:0002930","CHEMONTID:0001551","Mutilane diterpenoids"
"2912","CHEMONTID:0002004","CHEMONTID:0001550","Triquinane sesquiterpenoids"
"2913","CHEMONTID:0002007","CHEMONTID:0000095","Thiazolecarboxylic acids and derivatives"
"2914","CHEMONTID:0002014","CHEMONTID:0002013","Indolecarboxamides and derivatives"
"2915","CHEMONTID:0002018","CHEMONTID:0002017","Thiophene carboxamides"
"2916","CHEMONTID:0002019","CHEMONTID:0000087","Phenylpyrazoles"
"2917","CHEMONTID:0002022","CHEMONTID:0000364","Ureides"
"2918","CHEMONTID:0002025","CHEMONTID:0000121","Thioketone s-oxides"
"2919","CHEMONTID:0002028","CHEMONTID:0002257","Dipyrrins"
"2920","CHEMONTID:0002029","CHEMONTID:0000112","Semioxamazones"
"2921","CHEMONTID:0002032","CHEMONTID:0002468","Isoselenocyanates"
"2922","CHEMONTID:0002033","CHEMONTID:0003701","Carbonyl imides"
"2923","CHEMONTID:0002034","CHEMONTID:0003701","Carbonyl oxides"
"2924","CHEMONTID:0002038","CHEMONTID:0000112","Formazans"
"2925","CHEMONTID:0002040","CHEMONTID:0002468","Selenols"
"2926","CHEMONTID:0002041","CHEMONTID:0002468","Selones"
"2927","CHEMONTID:0002051","CHEMONTID:0001550","Agarofurans"
"2928","CHEMONTID:0002053","CHEMONTID:0003194","Silyl enol ethers"
"2929","CHEMONTID:0002056","CHEMONTID:0001822","Furazans"
"2930","CHEMONTID:0002074","CHEMONTID:0004456","Sulfite esters"
"2931","CHEMONTID:0002084","CHEMONTID:0002083","Isoxazolidinones"
"2932","CHEMONTID:0002265","CHEMONTID:0000067","Pyrazine carboxylic acids and derivatives"
"2933","CHEMONTID:0002088","CHEMONTID:0001831","Acyloins"
"2934","CHEMONTID:0002089","CHEMONTID:0001158","Oxoprolines"
"2935","CHEMONTID:0003136","CHEMONTID:0000270","Alkanesulfonic acids and derivatives"
"2936","CHEMONTID:0002104","CHEMONTID:0002103","Phenarsazines and derivatives"
"2937","CHEMONTID:0002105","CHEMONTID:0000011","Glycosyl compounds"
"2938","CHEMONTID:0002107","CHEMONTID:0001379","Benzodioxinopyrroles"
"2939","CHEMONTID:0002108","CHEMONTID:0000392","Benzomorpholines"
"2940","CHEMONTID:0002110","CHEMONTID:0000080","Furoindazoles"
"2941","CHEMONTID:0002115","CHEMONTID:0001524","Stannines"
"2942","CHEMONTID:0002116","CHEMONTID:0001524","Stannoles"
"2943","CHEMONTID:0002119","CHEMONTID:0001283","Quassinoids"
"2944","CHEMONTID:0002121","CHEMONTID:0001492","2',5'-cyclic pyrimidine nucleotides"
"2945","CHEMONTID:0002126","CHEMONTID:0002042","P-terphenyls"
"2946","CHEMONTID:0002130","CHEMONTID:0002131","Monothioketals"
"2947","CHEMONTID:0002133","CHEMONTID:0002132","Dithioketals"
"2948","CHEMONTID:0002135","CHEMONTID:0002134","Purine deoxyribonucleoside monophosphates"
"2949","CHEMONTID:0002136","CHEMONTID:0002134","Purine deoxyribonucleoside diphosphates"
"2950","CHEMONTID:0002137","CHEMONTID:0002134","Purine deoxyribonucleoside triphosphates"
"2951","CHEMONTID:0002138","CHEMONTID:0002134","Purine deoxyribonucleoside polyphosphates"
"2952","CHEMONTID:0002149","CHEMONTID:0002148","Pyrimidine deoxyribonucleoside bisphosphates"
"2953","CHEMONTID:0002150","CHEMONTID:0002148","Pyrimidine deoxyribonucleoside diphosphates"
"2954","CHEMONTID:0002151","CHEMONTID:0002148","Pyrimidine deoxyribonucleoside monophosphates"
"2955","CHEMONTID:0002152","CHEMONTID:0002148","Pyrimidine deoxyribonucleoside polyphosphates"
"2956","CHEMONTID:0002153","CHEMONTID:0002148","Pyrimidine deoxyribonucleoside triphosphates"
"2957","CHEMONTID:0002173","CHEMONTID:0002134","Purine deoxyribonucleoside bisphosphates"
"2958","CHEMONTID:0002183","CHEMONTID:0000099","Phenyltriazoles"
"2959","CHEMONTID:0002184","CHEMONTID:0000189","Piperazinesulfonamides"
"2960","CHEMONTID:0002190","CHEMONTID:0001553","Pachysanane triterpenoids"
"2961","CHEMONTID:0002193","CHEMONTID:0002680","Ergopeptams"
